"Rank","","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","","Team","#","POS","S","ST","KRET","KCOV","PRET","PCOV","FGBLK","FGXP","ST GRD","KOFF GRD","PUNT GRD","FGXP","KEY","PEN","TKL","AST","MT"
"","","157104","","393352","","Quency Wiggins","colorado-buffaloes","COLORADO","D49","DI","2024","58","0","0","0","0","0","58","64.8","","","","0","0-0","0","0","0"
"","","157105","","394831","","Nathan Dibert","lsu-tigers","LSU","S31","K","2024","7","0","7","0","0","0","0","60","70.2","","","3","0-0","0","0","0"
"","","157106","","388778","","Will Campbell","lsu-tigers","LSU","66","T","2024","67","0","0","0","0","0","63","66.1","","","","0","0-0","0","0","0"
"","","157109","","388796","","Javen Nicholas","lsu-tigers","LSU","19","WR","2024","77","0","77","0","0","0","0","67.9","","","","4","0-0","0","2","1"
"","","157114","","391736","","Jordan Allen","lsu-tigers","LSU","D06","S","2024","28","3","19","0","0","6","0","69.7","","","","3","0-0","0","0","0"
"","","157115","","391185","","Laterrance Welch","arizona-state-sun-devils","ARIZONA ST","D03","CB","2024","24","0","5","6","0","10","0","62.4","","","","0","0-0","0","0","0"
"","","157116","","388783","","Jaelyn Davis-Robinson","smu-mustangs","SMU","D13","CB","2024","96","0","79","0","0","14","0","61.3","","","","10","0-0","1","0","0"
"","","157117","","388791","","Emery Jones Jr.","lsu-tigers","LSU","50","T","2024","67","0","0","0","0","0","63","65.9","","","","0","0-0","0","0","0"
"","","157119","","391737","","Bo Bordelon","lsu-tigers","LSU","67","G","2024","106","0","0","0","33","0","71","58.5","","","","2","0-0","0","0","1"
"","","157120","","388800","","Harold Perkins Jr.","lsu-tigers","LSU","D07","LB","2024","26","0","0","3","4","17","0","61","","","","0","0-0","0","0","0"
"","","157121","","412781","","Malachi Lane","lsu-tigers","LSU","30","HB","2024","31","19","7","5","0","0","0","68.7","","","","1","0-0","0","0","0"
"","","157122","","388806","","Mason Taylor","lsu-tigers","LSU","86","TE","2024","3","0","0","0","0","0","0","","","","","0","0-0","0","0","0"
"","","157124","","393350","","GiVanni Peterson","lsu-tigers","LSU","45","TE","2024","77","67","0","9","0","0","1","64.3","","","","7","0-0","0","0","0"
"","","157127","","0","","Noah Nash","lsu-tigers","LSU","87","WR","2024","1","0","1","0","0","0","0","60","","","","0","0-0","0","0","0"
"","","157129","","385907","","Davison Igbinosun","ohio-state-buckeyes","OHIO STATE","D01","CB","2024","48","0","3","11","1","28","0","61.9","","","","1","0-0","0","1","0"
"","","157130","","385912","","Jarell Stinson","mississippi-rebels","OLE MISS","D22","CB","2024","94","23","45","8","18","0","0","59.8","","","","4","0-0","1","0","0"
"","","157131","","423501","","Drew Burnett","mississippi-rebels","OLE MISS","27","WR","2024","18","11","5","2","0","0","0","56.4","","","","2","0-0","0","0","0"
"","","157137","","385909","","Fraser Masin","mississippi-rebels","OLE MISS","S12","P","2024","36","0","0","0","36","0","0","62.5","","82.9","","36","0-0","0","0","0"
"","","157138","","407485","","Salathiel Hemphill","mississippi-rebels","OLE MISS","46","TE","2024","7","7","0","0","0","0","0","59.3","","","","0","0-0","0","0","0"
"","","157141","","415608","","Braedyn Locke","wisconsin-badgers","WISCONSIN","18","QB","2024","1","0","0","0","0","0","0","","","","","1","0-0","0","0","0"
"","","157143","","387281","","DeCarlos Nicholson","usc-trojans","USC","D17","CB","2024","46","0","7","8","1","28","0","63.7","","","","1","0-0","0","0","0"
"","","157144","","387276","","Percy Lewis","auburn-tigers","AUBURN","73","T","2024","64","0","0","0","0","0","64","66.4","","","","0","0-0","0","0","0"
"","","157145","","407830","","Nick Lauderdale","mississippi-state-bulldogs","MISS STATE","86","TE","2024","163","82","49","15","17","0","0","71.2","","","","6","0-0","2","0","1"
"","","157147","","429324","","Michael Robinson","mississippi-state-bulldogs","MISS STATE","D33","LB","2024","46","37","8","1","0","0","0","71.8","","","","3","0-0","0","0","0"
"","","157149","","0","","Ashtanyrein Duncan","mississippi-state-bulldogs","MISS STATE","38","HB","2024","8","6","0","2","0","0","0","61.7","","","","0","0-0","0","0","0"
"","","157150","","428017","","Kade Kolka","mississippi-state-bulldogs","MISS STATE","80","WR","2024","19","0","1","16","0","0","0","65.2","","","","0","0-0","0","0","0"
"","","157153","","400063","","Marquis Gracial","missouri-tigers","MISSOURI","D33","DI","2024","75","0","0","1","0","2","71","60.1","","","","1","1-0","0","0","0"
"","","157154","","398828","","DJ Wesolak","oregon-state-beavers","OREGON ST","D13","ED","2024","1","0","0","0","0","1","0","60","","","","0","0-0","0","0","0"
"","","157155","","400126","","Jalen Marshall","missouri-tigers","MISSOURI","D95","DI","2024","12","0","0","1","0","2","9","61.9","","","","0","0-0","0","0","0"
"","","157156","","428286","","Anthony Favrow","missouri-tigers","MISSOURI","31","HB","2024","1","0","0","1","0","0","0","60","","","","0","0-0","0","0","0"
"","","157158","","428443","","Nick Quadrini","missouri-tigers","MISSOURI","S96","K","2024","2","0","2","0","0","0","0","60","65.8","","","2","0-0","0","0","0"
"","","157160","","428412","","Curtis Peagler","missouri-tigers","MISSOURI","77","G","2024","8","0","0","0","0","0","8","61.6","","","","0","0-0","0","0","0"
"","","157163","","386354","","Mekhi Miller","missouri-tigers","MISSOURI","10","WR","2024","10","0","0","9","0","0","0","55.5","","","","1","0-0","0","0","0"
"","","157164","","386393","","Ja'Marion Wayne","missouri-tigers","MISSOURI","D25","CB","2024","136","50","42","14","30","0","0","55.5","","","","22","2-0","2","4","3"
"","","157168","","426795","","Tristan Wilson","missouri-tigers","MISSOURI","73","G","2024","17","0","0","0","13","0","3","61.1","","","","1","0-0","0","0","0"
"","","157170","","386146","","Luther Burden III","missouri-tigers","MISSOURI","03","WR","2024","35","0","0","32","0","0","0","61.1","","57.6","","6","0-0","0","0","0"
"","","157181","","385471","","Steven Sannieniola","vanderbilt-commodores","VANDERBILT","D14","S","2024","48","5","28","0","14","0","0","43.9","44.8","","","8","1-0","0","0","3"
"","","157184","","385461","","Jayden McGowan","boston-college-eagles","BOSTON COL","02","WR","2024","60","48","0","12","0","0","0","60.1","55.7","66.3","","6","0-0","0","0","0"
"","","157188","","431961","","Daniel Gaw","vanderbilt-commodores","VANDERBILT","S51","LS","2024","2","0","0","0","0","0","2","60.9","","","","0","0-0","0","0","0"
"","","157195","","385889","","Robby Harrison","indiana-hoosiers","INDIANA","D93","DI","2024","38","0","0","0","0","0","36","56.3","","","","1","1-0","0","0","0"
"","","157205","","436518","","Logan Flinta","mississippi-state-bulldogs","MISS STATE","87","WR","2024","4","0","4","0","0","0","0","61.5","","","","0","0-0","0","0","0"
"","","157206","","398350","","Jackson Stratton","iowa-hawkeyes","IOWA","19","QB","2024","1","0","0","0","0","0","0","60","","","","1","1-0","0","0","0"
"","","157230","","387118","","DJ Wingfield","purdue-boilermakers","PURDUE","55","G","2024","39","0","0","0","0","0","35","64.9","","","","0","0-0","0","0","0"
"","","157231","","387050","","J.C. Davis","illinois-fighting-illini","ILLINOIS","74","T","2024","66","0","0","0","0","0","58","58.8","","","","1","1-0","0","0","0"
"","","157248","","406606","","Justius Lowe","oregon-ducks","OREGON","14","WR","2024","30","27","0","2","0","0","0","58.3","","","","3","0-0","0","0","0"
"","","157250","","395546","","Michael Wooten","arizona-wildcats","ARIZONA","77","T","2024","17","0","0","0","0","0","15","63","","","","1","0-0","0","0","0"
"","","157253","","386763","","Devon Jackson","oregon-ducks","OREGON","D26","LB","2024","110","55","15","7","0","28","0","67.9","","","","5","0-0","0","0","0"
"","","157254","","393365","","Harrison Taggart","byu-cougars","BYU","D11","LB","2024","40","5","5","1","1","26","0","62","","","","0","0-0","0","0","0"
"","","157255","","399005","","Anthony Jones","michigan-state-spartans","MICH STATE","D08","ED","2024","32","0","0","6","0","22","0","57.1","","","","1","0-0","0","0","0"
"","","157258","","386744","","Mudia Reuben","stanford-cardinal","STANFORD","00","WR","2024","8","0","0","7","0","1","0","85","","","","1","0-0","0","0","0"
"","","157259","","386709","","Ashton Daniels","stanford-cardinal","STANFORD","14","QB","2024","2","0","0","0","0","0","0","","","","","2","0-0","0","0","0"
"","","157263","","406571","","Elic Ayomanor","stanford-cardinal","STANFORD","13","WR","2024","3","0","1","0","0","0","0","60","","","","1","0-0","0","0","0"
"","","157269","","412399","","Jake Maikkula","stanford-cardinal","STANFORD","69","C","2024","7","0","0","0","0","0","5","61.5","","","","0","0-0","0","0","0"
"","","157270","","386746","","Sam Roush","stanford-cardinal","STANFORD","86","TE","2024","107","7","1","0","45","0","49","58.8","","","","3","0-0","0","0","0"
"","","157272","","386693","","David Bailey","stanford-cardinal","STANFORD","D23","ED","2024","49","0","18","7","0","21","0","61.5","","","","3","0-0","1","0","1"
"","","157275","","406590","","Matt Rose","stanford-cardinal","STANFORD","D35","LB","2024","97","0","36","1","31","28","0","65.2","","","","11","0-0","3","1","2"
"","","157276","","398471","","Collin Wright","stanford-cardinal","STANFORD","D06","CB","2024","89","0","1","29","0","56","0","61.1","","","","4","1-0","0","0","0"
"","","157277","","398469","","Scotty Edwards","stanford-cardinal","STANFORD","D21","S","2024","95","0","17","6","8","60","0","64.4","","","","1","0-0","1","0","0"
"","","157278","","397809","","Ernest Cooper","stanford-cardinal","STANFORD","D44","ED","2024","72","3","0","27","0","40","0","62.5","","","","0","0-0","0","0","0"
"","","157280","","386734","","Jaxson Moi","tennessee-volunteers","TENNESSEE","D51","DI","2024","12","0","0","1","0","8","0","59.2","","","","1","0-0","0","0","0"
"","","157281","","399025","","Tevarua Tafiti","stanford-cardinal","STANFORD","D11","ED","2024","61","0","0","4","0","54","0","60.9","","","","0","0-0","0","0","0"
"","","157284","","422413","","Zach Rowell","stanford-cardinal","STANFORD","D97","DI","2024","68","0","0","4","3","57","0","67.9","","","","1","0-0","0","0","0"
"","","157285","","412397","","Alejandro Chavez","stanford-cardinal","STANFORD","S47","LS","2024","1","0","0","0","0","0","1","60","","","","0","0-0","0","0","0"
"","","157288","","385959","","Namdi Obiazor","tcu-horned-frogs","TCU","D04","LB","2024","86","0","0","6","22","51","0","46.6","","","","5","1-0","0","0","0"
"","","157289","","391864","","TJ Willson","tcu-horned-frogs","TCU","D41","LB","2024","11","0","11","0","0","0","0","67.5","","","","1","0-0","1","0","0"
"","","157291","","385970","","Damonic Williams","oklahoma-sooners","OKLAHOMA","D52","DI","2024","27","0","0","7","0","18","0","59.8","","","","0","0-0","0","0","0"
"","","157293","","400299","","Connor Lingren","tcu-horned-frogs","TCU","D75","DI","2024","30","0","0","2","17","8","0","60.3","","","","0","0-0","0","0","0"
"","","157295","","391857","","Major Everhart","tcu-horned-frogs","TCU","13","WR","2024","4","4","0","0","0","0","0","60","58.7","","","1","0-0","0","0","0"
"","","157296","","426922","","Quinton Harris","tcu-horned-frogs","TCU","54","T","2024","75","0","0","0","0","0","74","65.3","","","","0","0-0","0","0","0"
"","","157298","","385956","","Jordan Hudson","smu-mustangs","SMU","08","WR","2024","113","63","0","0","45","0","0","47.4","","","","16","2-0","1","0","4"
"","","157300","","385945","","Kyron Chambers","smu-mustangs","SMU","D21","CB","2024","100","1","96","1","0","2","0","73.4","","","","13","0-0","2","1","0"
"","","157302","","406904","","Maalik Murphy","duke-blue-devils","DUKE","06","QB","2024","5","0","0","0","0","0","0","","","","","3","0-0","0","0","0"
"","","157303","","387196","","Jaydon Blue","texas-longhorns","TEXAS","23","HB","2024","2","0","0","0","0","0","0","","","","","0","0-0","0","0","0"
"","","157304","","387210","","Cole Hutson","texas-longhorns","TEXAS","54","G","2024","96","0","0","0","0","0","92","66.2","","","","0","0-0","0","0","0"
"","","157307","","387209","","Jaylon Guilbeau","texas-longhorns","TEXAS","D03","CB","2024","77","0","8","17","0","48","0","64.1","","","","1","0-0","0","0","0"
"","","157312","","387199","","Terrance Brooks","illinois-fighting-illini","ILLINOIS","D08","CB","2024","14","0","0","3","0","8","0","61","","","","0","0-0","0","0","0"
"","","157316","","379093","","Drew Hocutt","texas-tech-red-raiders","TEXAS TECH","14","WR","2024","122","78","7","34","0","0","0","58.5","","","","9","1-0","0","0","0"
"","","157318","","385861","","Haydon Wiginton","texas-tech-red-raiders","TEXAS TECH","19","WR","2024","21","8","4","6","0","0","0","59.3","59.9","","","2","0-0","0","0","0"
"","","157320","","386185","","Sammy Morris IV","texas-tech-red-raiders","TEXAS TECH","D26","CB","2024","106","0","82","14","8","0","0","62.5","","","","7","1-1","3","0","0"
"","","157324","","407998","","Trevon McAlpine","texas-tech-red-raiders","TEXAS TECH","D95","DI","2024","59","0","0","3","0","53","0","85.4","","","","1","0-0","0","0","0"
"","","157327","","386155","","Harvey Dyson III","texas-tech-red-raiders","TEXAS TECH","D33","ED","2024","3","0","0","1","1","0","0","60","","","","0","0-0","0","0","0"
"","","157329","","397758","","Wesley Smith","texas-tech-red-raiders","TEXAS TECH","D40","LB","2024","210","85","92","7","22","0","0","69.1","","","","5","0-0","0","1","1"
"","","157332","","395549","","Ben Roberts","texas-tech-red-raiders","TEXAS TECH","D13","LB","2024","126","2","21","9","12","76","0","68.6","","","","4","0-0","2","1","0"
"","","157334","","433986","","Jaden Morris","texas-tech-red-raiders","TEXAS TECH","32","HB","2024","1","0","1","0","0","0","0","60","","","","0","0-0","0","0","0"
"","","157336","","416056","","Sheridan Wilson","texas-tech-red-raiders","TEXAS TECH","72","C","2024","4","0","0","0","0","0","0","","","","","0","0-0","0","0","0"
"","","157337","","397561","","Coy Eakin","texas-tech-red-raiders","TEXAS TECH","08","WR","2024","83","55","3","18","0","0","0","68.1","","64.4","","9","0-0","0","0","0"
"","","157340","","447830","","Tanner Allen","texas-tech-red-raiders","TEXAS TECH","D58","DI","2024","1","0","0","0","0","1","0","60","","","","0","0-0","0","0","0"
"","","157345","","398823","","Djouvensky Schlenbaker","washington-state-cougars","WASH STATE","15","HB","2024","85","41","29","11","0","0","0","57.9","","","","4","1-0","0","0","0"
"","","157346","","393418","","Andre Dollar","washington-state-cougars","WASH STATE","87","TE","2024","62","1","0","0","17","0","39","57.4","","","","1","0-0","0","0","1"
"","","157347","","406641","","Hudson Cedarland","washington-state-cougars","WASH STATE","D27","LB","2024","11","4","6","1","0","0","0","62.3","","","","0","0-0","0","0","0"
"","","157350","","393332","","Jaylen Anderson","west-virginia-mountaineers","W VIRGINIA","00","HB","2024","56","38","0","17","0","0","0","76.2","59.9","","","4","0-0","0","0","0"
"","","157352","","393342","","Dylan Ray","kentucky-wildcats","KENTUCKY","73","G","2024","49","0","0","0","0","0","43","64.2","","","","0","0-0","0","0","0"
"","","157354","","393343","","Asani Redwood","west-virginia-mountaineers","W VIRGINIA","D92","ED","2024","31","0","0","2","0","26","0","58.9","","","","0","0-0","0","0","0"
"","","157356","","386085","","Hershey McLaurin","houston-cougars","HOUSTON","D15","S","2024","98","1","33","14","3","43","0","67.8","","","","3","0-0","1","0","0"
"","","157358","","391723","","Jacolby Spells","west-virginia-mountaineers","W VIRGINIA","D06","CB","2024","14","0","0","1","0","13","0","61.2","","","","0","0-0","0","0","0"
"","","157359","","393340","","Trey Lathan","west-virginia-mountaineers","W VIRGINIA","D04","LB","2024","152","0","50","6","35","56","0","61.8","","","","8","1-0","3","2","1"
"","","157360","","412666","","Sullivan Weidman","west-virginia-mountaineers","W VIRGINIA","56","G","2024","57","0","0","0","0","0","56","65.7","","","","0","0-0","0","0","0"
"","","157361","","393349","","Jarel Williams","west-virginia-mountaineers","W VIRGINIA","10","WR","2024","119","73","0","10","35","0","0","66.5","","","","5","0-0","1","0","0"
"","","157362","","386088","","Oliver Straw","west-virginia-mountaineers","W VIRGINIA","S41","P","2024","38","0","0","0","38","0","0","47.4","","80.1","","37","1-0","0","0","0"
"","","157363","","393341","","Nicco Marchiol","west-virginia-mountaineers","W VIRGINIA","08","QB","2024","1","0","0","0","0","0","0","","","","","1","0-0","0","0","0"
"","","157364","","412660","","Landen Livingston","west-virginia-mountaineers","W VIRGINIA","67","C","2024","1","0","0","0","0","0","0","","","","","0","0-0","0","0","0"
"","","157372","","386061","","CJ Donaldson Jr.","west-virginia-mountaineers","W VIRGINIA","04","HB","2024","35","12","14","0","3","0","0","71.8","60","","","4","0-0","2","0","0"
"","","157404","","391502","","MJ Morris","maryland-terrapins","MARYLAND","07","QB","2024","2","0","0","0","0","0","0","","","","","0","0-0","0","0","0"
"","","157406","","401499","","Jackson Vick","north-carolina-state-wolfpack","NC STATE","D22","CB","2024","212","73","52","40","35","9","0","63.3","","","","17","1-0","3","0","3"
"","","157407","","420281","","Isaiah Crowell","north-carolina-state-wolfpack","NC STATE","D30","S","2024","197","79","78","32","0","5","0","63.4","","","","10","2-0","0","0","0"
"","","157408","","446333","","Walt Gerard","north-carolina-state-wolfpack","NC STATE","D29","CB","2024","12","0","4","7","0","0","0","51.6","","","","1","0-0","0","0","0"
"","","157411","","394944","","Brandon Cleveland","north-carolina-state-wolfpack","NC STATE","D44","DI","2024","70","0","0","9","0","58","0","58","","","","0","0-0","0","0","0"
"","","157413","","429100","","DJ Jackson","north-carolina-state-wolfpack","NC STATE","D99","DI","2024","15","0","0","1","0","12","0","58.9","","","","0","0-0","0","0","0"
"","","157416","","436390","","Aiden Hollingsworth","north-carolina-state-wolfpack","NC STATE","D49","ED","2024","24","19","0","5","0","0","0","60.6","","","","0","0-0","0","0","0"
"","","157418","","415739","","Jacarrius Peak","north-carolina-state-wolfpack","NC STATE","65","T","2024","2","0","0","0","0","0","0","","","","","0","0-0","0","0","0"
"","","157421","","415741","","Kanoah Vinesett","north-carolina-state-wolfpack","NC STATE","S94","K","2024","61","0","1","0","0","0","60","61.5","60.1","","78.6","27","0-0","0","0","0"
"","","157423","","394945","","Terrell Timmons Jr.","colorado-buffaloes","COLORADO","82","WR","2024","2","1","1","0","0","0","0","60.3","","","","0","0-0","0","0","0"
"","","157430","","400112","","Aisea Moa","byu-cougars","BYU","D58","LB","2024","72","20","3","35","0","9","0","66.9","","","","1","0-0","0","0","0"
"","","157431","","386503","","Bruce Mitchell","byu-cougars","BYU","63","C","2024","33","0","0","0","14","0","11","70.5","","","","1","0-0","1","0","0"
"","","157432","","406453","","Logan Fano","utah-utes","UTAH","D00","ED","2024","58","0","0","14","0","39","0","83.4","","","","1","0-0","0","0","0"
"","","157436","","407328","","Isaiah Glasker","byu-cougars","BYU","D16","LB","2024","111","3","0","29","34","37","0","74.9","","","","3","0-0","0","1","0"
"","","157439","","395535","","Dalton Riggs","byu-cougars","BYU","S47","LS","2024","86","0","0","0","21","0","62","50.1","","","","8","0-0","0","1","1"
"","","157480","","386383","","Darius Lassiter","byu-cougars","BYU","05","WR","2024","10","3","0","0","0","0","0","60.1","59.9","","","1","0-0","0","0","0"
"","","157483","","431765","","Tony Nelson","minnesota-golden-gophers","MINNESOTA","59","G","2024","25","0","0","0","0","0","24","63.1","","","","0","0-0","0","0","0"
"","","157484","","396694","","Maverick Baranowski","minnesota-golden-gophers","MINNESOTA","D06","LB","2024","51","6","0","13","10","20","0","75.6","","","","2","0-0","1","0","0"
"","","157485","","386174","","Anthony Smith","minnesota-golden-gophers","MINNESOTA","D00","DI","2024","57","0","1","14","0","39","0","84.1","","","","1","0-0","0","0","0"
"","","157486","","427734","","Frank Bierman","minnesota-golden-gophers","MINNESOTA","85","TE","2024","46","45","0","0","0","0","1","71.7","","","","5","0-0","0","0","0"
"","","157489","","418251","","Nathan Jones","minnesota-golden-gophers","MINNESOTA","89","TE","2024","13","13","0","0","0","0","0","55.5","","","","2","0-0","0","0","0"
"","","157495","","391388","","Rhyland Kelly","minnesota-golden-gophers","MINNESOTA","D18","CB","2024","130","13","67","31","16","2","0","48.9","","","","10","2-1","1","0","2"
"","","157496","","418252","","Evan Redding","minnesota-golden-gophers","MINNESOTA","D22","CB","2024","94","0","71","23","0","0","0","68.7","","","","1","0-0","0","0","0"
"","","157497","","414119","","Ashton Beers","minnesota-golden-gophers","MINNESOTA","78","G","2024","69","0","0","0","0","0","67","66.5","","","","0","0-0","0","0","0"
"","","157498","","428918","","Cade McConnell","vanderbilt-commodores","VANDERBILT","70","T","2024","30","0","0","0","0","0","28","63.5","","","","0","0-0","0","0","0"
"","","157505","","406399","","Tyler Stolsky","minnesota-golden-gophers","MINNESOTA","D44","LB","2024","162","31","55","32","41","2","0","64.4","","","","7","1-0","3","0","0"
"","","157506","","406345","","Joey Gerlach","minnesota-golden-gophers","MINNESOTA","D19","LB","2024","219","50","71","41","54","2","0","80","","","","17","1-0","2","4","1"
"","","157507","","393451","","Aidan Gousby","minnesota-golden-gophers","MINNESOTA","D07","S","2024","50","0","27","5","0","17","0","59.4","","","","1","0-0","0","0","0"
"","","157509","","386148","","Coleman Bryson","minnesota-golden-gophers","MINNESOTA","D16","S","2024","165","41","3","50","55","15","0","79.3","","","","9","0-0","1","1","0"
"","","157513","","386978","","Rayyan Buell","colorado-buffaloes","COLORADO","D47","DI","2024","2","0","0","0","0","0","0","","","","","1","0-0","0","0","0"
"","","157518","","387005","","Jacoby Jones","ucf-knights","UCF","16","WR","2024","77","46","1","27","0","0","0","65.9","","","","2","0-0","0","0","0"
"","","157522","","399550","","Tate Carney","wake-forest-demon-deacons","WAKE","30","HB","2024","136","77","5","0","52","0","0","50.3","","","","3","1-0","0","0","1"
"","","157523","","386131","","Demond Claiborne","wake-forest-demon-deacons","WAKE","01","HB","2024","73","72","0","0","0","0","0","60.1","46","","","5","0-0","0","0","0"
"","","157525","","412373","","Harry Lodge","wake-forest-demon-deacons","WAKE","89","TE","2024","117","65","0","0","0","0","51","61.6","59.6","","","8","0-0","0","0","0"
"","","157526","","406219","","Caleb Carlson","wake-forest-demon-deacons","WAKE","S97","K","2024","52","0","52","0","0","0","0","63.2","79.1","","","36","0-0","0","0","0"
"","","157528","","406226","","Jamare Glasker","wake-forest-demon-deacons","WAKE","D25","CB","2024","62","0","14","9","0","38","0","45.1","","","","1","1-1","0","0","0"
"","","157529","","406273","","Ian Ver Steeg","wake-forest-demon-deacons","WAKE","88","WR","2024","57","53","0","4","0","0","0","58.6","58.5","","","1","0-0","0","0","0"
"","","157530","","386162","","Zamari Stevenson","wake-forest-demon-deacons","WAKE","D17","CB","2024","114","4","41","38","0","29","0","66.5","","","","6","0-0","0","0","1"
"","","157534","","386144","","Wesley Grimes","north-carolina-state-wolfpack","NC STATE","06","WR","2024","11","0","1","0","9","0","0","50.1","","","","2","0-0","0","0","0"
"","","157536","","423506","","Jaydn Girard","wake-forest-demon-deacons","WAKE","87","WR","2024","24","0","0","23","0","0","0","64.8","","","","1","0-0","0","0","0"
"","","157559","","423318","","Evan Ladwig","iowa-state-cyclones","IOWA STATE","53","G","2024","63","0","0","0","0","0","60","64.7","","","","0","0-0","0","0","0"
"","","157560","","387490","","Jace Gilbert","iowa-state-cyclones","IOWA STATE","S20","K","2024","98","0","80","0","17","0","0","53","81.9","48.6","","49","1-0","0","1","0"
"","","157561","","393416","","Caleb Bacon","iowa-state-cyclones","IOWA STATE","D26","LB","2024","9","6","0","0","3","0","0","59.5","","","","0","0-0","0","0","0"
"","","157562","","387519","","Will McLaughlin","iowa-state-cyclones","IOWA STATE","D23","LB","2024","6","0","0","0","0","5","0","60.1","","","","0","0-0","0","0","0"
"","","157563","","407653","","Drake Knobloch","iowa-state-cyclones","IOWA STATE","S57","LS","2024","13","0","0","0","11","0","0","27.1","","","","8","0-0","0","0","0"
"","","157567","","387469","","Rocco Becht","iowa-state-cyclones","IOWA STATE","03","QB","2024","6","0","0","0","0","0","0","60","","","","4","0-0","0","0","0"
"","","157568","","387539","","Tyler Perkins","iowa-state-cyclones","IOWA STATE","S80","P","2024","122","0","0","0","39","0","77","63.3","","56.3","","39","1-0","0","0","0"
"","","157570","","441752","","Caden Kock","iowa-state-cyclones","IOWA STATE","D35","S","2024","103","41","42","16","0","0","0","59.5","","","","8","1-0","1","1","0"
"","","157572","","429388","","Chet Andrews","iowa-state-cyclones","IOWA STATE","D96","ED","2024","87","6","68","13","0","0","0","64.6","","","","10","0-0","4","0","0"
"","","157573","","418128","","Jack Bjorn","iowa-state-cyclones","IOWA STATE","48","TE","2024","33","0","0","0","0","0","32","63.5","","","","0","0-0","0","0","0"
"","","157578","","387477","","Gabe Burkle","iowa-state-cyclones","IOWA STATE","84","TE","2024","227","67","1","15","56","0","77","68.1","","","","6","1-0","0","0","0"
"","","157579","","407626","","Carson Brown","iowa-state-cyclones","IOWA STATE","32","WR","2024","50","3","13","25","5","0","0","58.7","","","","2","1-0","0","0","0"
"","","157580","","393430","","Jacob Imming","iowa-state-cyclones","IOWA STATE","D12","LB","2024","75","36","34","0","4","1","0","62.6","","","","4","0-0","2","0","0"
"","","157583","","407680","","Jontez Williams","iowa-state-cyclones","IOWA STATE","D03","CB","2024","57","0","16","0","0","38","0","65.2","","","","1","0-0","0","1","0"
"","","157584","","429403","","Gabe Greenlee","iowa-state-cyclones","IOWA STATE","71","T","2024","16","0","0","0","0","0","16","62.7","","","","0","0-0","0","0","0"
"","","157585","","387494","","Trevon Howard","iowa-state-cyclones","IOWA STATE","D25","S","2024","5","0","0","4","0","0","0","61.9","","","","0","0-0","0","0","0"
"","","157586","","436421","","Alec Cook","iowa-state-cyclones","IOWA STATE","D45","LB","2024","2","0","2","0","0","0","0","60.5","","","","0","0-0","0","0","0"
"","","157588","","387544","","Keegan Shackford","iowa-state-cyclones","IOWA STATE","S99","K","2024","7","0","7","0","0","0","0","60","64.2","","","4","0-0","1","0","0"
"","","157589","","436425","","Eddie Lemos","iowa-state-cyclones","IOWA STATE","D38","CB","2024","39","0","0","36","0","0","0","72.9","","","","1","0-0","0","0","0"
"","","157590","","387485","","Jacob Ellis","iowa-state-cyclones","IOWA STATE","D44","LB","2024","49","0","0","0","11","35","0","59.3","","","","0","0-0","0","0","0"
"","","157591","","407636","","Ikenna Ezeogu","iowa-state-cyclones","IOWA STATE","D88","ED","2024","53","0","0","0","0","52","0","58.4","","","","0","0-0","0","0","0"
"","","157594","","407633","","Mason DouBrava","iowa-state-cyclones","IOWA STATE","D37","CB","2024","4","0","0","4","0","0","0","68","","","","1","0-0","0","0","0"
"","","157597","","407650","","John Klosterman","iowa-state-cyclones","IOWA STATE","D22","LB","2024","46","9","18","0","16","1","0","55.6","","","","5","0-0","1","0","1"
"","","157599","","387524","","James Neal","iowa-state-cyclones","IOWA STATE","75","T","2024","69","0","0","0","0","0","61","65.7","","","","0","0-0","0","0","0"
"","","157602","","387534","","Domonique Orange","iowa-state-cyclones","IOWA STATE","D95","DI","2024","47","0","0","0","0","44","0","56.9","","","","1","0-0","0","0","0"
"","","157604","","398446","","Trent Jones II","iowa-state-cyclones","IOWA STATE","D89","ED","2024","2","0","0","0","0","2","0","59.5","","","","0","0-0","0","0","0"
"","","157608","","387483","","Jeremiah Cooper","iowa-state-cyclones","IOWA STATE","D04","S","2024","46","1","39","0","0","2","0","60.4","","","","2","0-0","1","0","0"
"","","157611","","397734","","Brian Grant","tennessee-volunteers","TENNESSEE","73","G","2024","14","0","0","0","0","0","14","63.1","","","","0","0-0","0","0","0"
"","","157613","","386116","","Tyre West","tennessee-volunteers","TENNESSEE","D42","ED","2024","8","0","0","3","0","4","0","60.2","","","","2","0-0","0","0","0"
"","","157616","","386114","","Kaleb Webb","tennessee-volunteers","TENNESSEE","84","WR","2024","1","0","0","0","1","0","0","60","","","","0","0-0","0","0","0"
"","","157617","","397737","","Chas Nimrod","tennessee-volunteers","TENNESSEE","11","WR","2024","25","2","0","0","23","0","0","46.5","61.8","","","4","0-0","0","0","2"
"","","157619","","386094","","Jordan Phillips","maryland-terrapins","MARYLAND","D08","DI","2024","110","0","0","6","0","50","48","76.3","","","","1","0-0","0","0","0"
