"Rank","","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","","Team","#","POS","S","ST","KRET","KCOV","PRET","PCOV","FGBLK","FGXP","ST GRD","KOFF GRD","PUNT GRD","FGXP","KEY","PEN","TKL","AST","MT"
"","","144128","","361780","","Hogan Morton","clemson-tigers","CLEMSON","S47","K","2024","4","0","0","0","0","0","2","60","","","60","1","0-0","0","0","0"
"","","144129","","361783","","Andrew Mukuba","texas-longhorns","TEXAS","D04","S","2024","66","20","1","0","29","11","0","68.3","","","","7","0-0","1","0","1"
"","","144130","","384741","","Peter Nearn","clemson-tigers","CLEMSON","D97","S","2024","9","0","8","1","0","0","0","65.1","","","","1","0-0","0","0","0"
"","","144131","","361567","","Payton Page","clemson-tigers","CLEMSON","D55","DI","2024","136","0","0","18","0","35","79","63","","","","2","0-0","0","0","0"
"","","144132","","384742","","Zaire Patterson","clemson-tigers","CLEMSON","D91","ED","2024","3","0","0","0","0","1","0","60","","","","0","0-0","0","0","0"
"","","144133","","367034","","Dietrick Pennington","clemson-tigers","CLEMSON","59","G","2024","11","0","0","0","0","0","11","62.8","","","","0","0-0","0","0","0"
"","","144135","","361564","","Tristen Rigby","clemson-tigers","CLEMSON","31","HB","2024","3","0","1","2","0","0","0","61.1","","","","0","0-0","0","0","0"
"","","144137","","367027","","Wise Segars Jr.","clemson-tigers","CLEMSON","32","HB","2024","4","3","1","0","0","0","0","60.7","","","","0","0-0","0","0","0"
"","","144140","","361800","","Marcus Tate","clemson-tigers","CLEMSON","74","G","2024","50","0","0","0","0","0","50","65.7","","","","0","0-0","0","0","0"
"","","144145","","359618","","Jaylin Alderman","miami-fl-hurricanes","MIAMI FL","D21","LB","2024","33","2","10","8","0","12","0","63.2","","","","0","0-0","0","0","0"
"","","144146","","384434","","Caleb Banks","florida-gators","FLORIDA","D88","DI","2024","60","0","0","10","0","48","0","50.4","","","","1","1-0","0","0","0"
"","","144150","","359807","","Trey Cooley","georgia-tech-yellow-jackets","GA TECH","03","HB","2024","1","1","0","0","0","0","0","60","","","","1","0-0","0","0","0"
"","","144154","","359693","","Ashton Gillotte","louisville-cardinals","LOUISVILLE","D09","ED","2024","82","0","0","14","18","43","0","61.3","","","","1","0-0","0","0","0"
"","","144155","","359817","","Michael Gonzalez","louisville-cardinals","LOUISVILLE","68","G","2024","84","0","0","0","0","0","83","66.8","","","","0","0-0","0","0","0"
"","","144157","","377255","","Jackson Hamilton","georgia-tech-yellow-jackets","GA TECH","D17","LB","2024","90","5","27","20","25","12","0","58.5","","","","2","0-0","0","0","1"
"","","144159","","359822","","Brady Hodges","louisville-cardinals","LOUISVILLE","S93","P","2024","107","0","0","0","25","0","80","63","","59.4","","25","0-0","0","0","0"
"","","144160","","359831","","Ahmari Huggins-Bruce","louisville-cardinals","LOUISVILLE","24","WR","2024","23","0","0","19","1","0","0","60.7","","63.4","","4","0-0","0","0","0"
"","","144172","","368475","","Benjamin Perry","louisville-cardinals","LOUISVILLE","D10","S","2024","140","20","57","21","18","21","0","76","","","","11","0-0","3","0","0"
"","","144173","","384791","","TJ Quinn","louisville-cardinals","LOUISVILLE","D34","LB","2024","99","0","0","18","27","47","0","81.5","","","","3","0-0","0","0","0"
"","","144176","","359671","","Mark Vassett","colorado-buffaloes","COLORADO","S15","P","2024","130","0","0","0","53","0","72","63.7","","77.8","","57","4-1","0","0","1"
"","","144177","","359857","","Kani Walker","oklahoma-sooners","OKLAHOMA","D26","CB","2024","90","0","0","53","0","33","0","66.4","","","","1","0-0","0","0","0"
"","","144180","","429170","","Anthony Borriello","wake-forest-demon-deacons","WAKE","D38","S","2024","55","18","0","36","0","0","0","74.8","","","","2","0-0","0","0","0"
"","","144181","","362233","","Quincy Bryant","wake-forest-demon-deacons","WAKE","D09","LB","2024","243","72","63","24","52","29","0","61.9","","","","9","0-0","1","0","1"
"","","144182","","362236","","Jaydon Collins","wake-forest-demon-deacons","WAKE","76","T","2024","39","0","0","0","0","0","39","64.8","","","","0","0-0","0","0","0"
"","","144183","","385071","","Matthew Dennis","wake-forest-demon-deacons","WAKE","S99","K","2024","58","0","1","0","0","0","57","61.4","60.1","","79.5","21","0-0","0","0","0"
"","","144185","","369803","","Billy Edwards Jr.","maryland-terrapins","MARYLAND","09","QB","2024","2","0","0","0","0","0","0","","","","","2","0-0","0","0","0"
"","","144188","","366067","","Horatio Fields","wake-forest-demon-deacons","WAKE","05","WR","2024","57","41","1","13","0","1","0","65.5","","","","4","0-0","0","0","0"
"","","144190","","362260","","Christian Greene","wake-forest-demon-deacons","WAKE","29","WR","2024","1","0","0","1","0","0","0","60","","","","0","0-0","0","0","0"
"","","144191","","366086","","Matt Gulbin","wake-forest-demon-deacons","WAKE","54","G","2024","109","0","0","0","49","0","57","65","","","","0","0-0","0","0","0"
"","","144192","","366082","","Dylan Hazen","wake-forest-demon-deacons","WAKE","D24","LB","2024","132","0","53","9","8","60","0","63","","","","6","0-0","2","0","0"
"","","144194","","393486","","Zach Igwebe","wake-forest-demon-deacons","WAKE","21","HB","2024","30","0","0","29","0","0","0","68.3","","","","0","0-0","0","0","0"
"","","144195","","366059","","DaShawn Jones","alabama-crimson-tide","ALABAMA","D07","CB","2024","26","7","2","1","0","15","0","61.3","","","","0","0-0","0","0","0"
"","","144196","","426549","","Zach Lohavichan","wake-forest-demon-deacons","WAKE","D94","DI","2024","29","0","0","3","0","25","0","57.6","","","","0","0-0","0","0","0"
"","","144202","","384815","","Nick Ragano","wake-forest-demon-deacons","WAKE","84","WR","2024","26","26","0","0","0","0","0","60.3","","","","0","0-0","0","0","0"
"","","144203","","383424","","Erik Russell","wake-forest-demon-deacons","WAKE","72","T","2024","42","0","0","0","3","0","38","64","","","","0","0-0","0","0","0"
"","","144205","","383425","","Nick Sharpe","wake-forest-demon-deacons","WAKE","70","G","2024","52","0","0","0","0","0","51","50.3","","","","1","0-0","0","0","0"
"","","144208","","368370","","Evan Slocum","wake-forest-demon-deacons","WAKE","D07","S","2024","118","1","58","0","3","54","0","65.8","","","","2","0-0","1","0","0"
"","","144214","","386169","","BJ Williams","wake-forest-demon-deacons","WAKE","D18","ED","2024","54","0","0","5","0","29","19","61.8","","","","0","0-0","0","0","0"
"","","144217","","386681","","Jack Dingle","cincinnati-bearcats","CINCINNATI","D49","LB","2024","87","0","2","2","42","31","0","61.5","","","","0","0-0","0","0","0"
"","","144219","","368315","","Mason Fletcher","cincinnati-bearcats","CINCINNATI","S31","P","2024","107","0","0","0","42","0","57","56.9","","54.5","","44","2-0","1","0","0"
"","","144224","","374257","","Rob Jackson","cincinnati-bearcats","CINCINNATI","D99","ED","2024","30","0","0","5","0","24","0","58.8","","","","0","0-0","0","0","0"
"","","144230","","386695","","Chamon Metayer","arizona-state-sun-devils","ARIZONA ST","07","TE","2024","26","4","11","6","0","0","0","68","","","","3","0-0","0","0","0"
"","","144232","","372101","","Myles Montgomery","ucf-knights","UCF","22","HB","2024","61","20","4","33","0","0","0","70.2","","","","2","0-0","0","0","0"
"","","144234","","369146","","Will Pauling","wisconsin-badgers","WISCONSIN","06","WR","2024","44","5","0","6","32","0","0","87.6","","","","7","0-0","4","0","0"
"","","144238","","386706","","Armorion Smith","michigan-state-spartans","MICH STATE","D19","S","2024","57","3","30","2","17","5","0","43.4","","","","9","0-0","0","0","1"
"","","144240","","366848","","Bryon Threats","ucf-knights","UCF","D12","S","2024","63","0","27","17","10","7","0","56.5","","","","3","1-0","1","0","1"
"","","144243","","406078","","Joshua Atkins","arizona-state-sun-devils","ARIZONA ST","65","T","2024","4","0","0","0","0","0","0","","","","","0","0-0","0","0","0"
"","","144247","","372979","","Jalen Emery","houston-cougars","HOUSTON","D03","CB","2024","19","9","8","1","0","1","0","62","","","","0","0-0","0","0","0"
"","","144248","","360052","","Jalen Garner","houston-cougars","HOUSTON","D36","LB","2024","138","44","23","14","50","6","0","63.3","","","","15","0-0","2","0","0"
"","","144252","","421136","","Garfield Lawrence","houston-cougars","HOUSTON","D94","DI","2024","19","0","0","17","0","1","0","41.2","","","","1","1-0","0","0","0"
"","","144253","","362510","","Alton McCaskill IV","arizona-state-sun-devils","ARIZONA ST","20","HB","2024","89","38","0","26","22","0","0","67.3","","","","1","0-0","0","0","0"
"","","144254","","431914","","Blake Okoye","houston-cougars","HOUSTON","D54","LB","2024","19","11","0","8","0","0","0","40.5","","","","2","1-0","0","0","0"
"","","144276","","384485","","Makylan Pounders","mississippi-state-bulldogs","MISS STATE","66","T","2024","38","0","0","0","0","0","38","64.6","","","","0","0-0","0","0","0"
"","","144281","","362688","","Cameron Smith","tcu-horned-frogs","TCU","D29","S","2024","41","0","16","9","0","13","0","54.9","","","","3","0-0","1","0","0"
"","","144356","","363171","","Roderick Daniels Jr.","smu-mustangs","SMU","13","WR","2024","145","64","0","72","0","0","0","56.6","70.2","47.4","","27","0-0","0","0","0"
"","","144358","","381012","","Stone Eby","smu-mustangs","SMU","44","TE","2024","150","64","0","0","47","0","35","48.2","","","","11","1-0","0","1","1"
"","","144371","","361368","","Zane Minors","smu-mustangs","SMU","26","HB","2024","3","0","3","0","0","0","0","60.9","","","","1","0-0","0","0","0"
"","","144373","","363180","","Isaiah Nwokobia","smu-mustangs","SMU","D23","S","2024","80","3","0","7","23","42","0","74.3","","","","8","1-0","3","1","0"
"","","144393","","362020","","Jalen McMurray","tennessee-volunteers","TENNESSEE","D06","CB","2024","127","0","10","62","39","10","0","67.9","","","","13","0-0","2","0","3"
"","","144399","","383406","","Jalen Satchell","michigan-state-spartans","MICH STATE","D93","DI","2024","12","0","0","12","0","0","0","65.9","","","","0","0-0","0","0","0"
"","","144405","","360255","","Jadon Canady","mississippi-rebels","OLE MISS","D28","CB","2024","49","0","0","19","0","28","0","63.4","","","","0","0-0","0","0","0"
"","","144409","","368336","","Keith Cooper Jr.","houston-cougars","HOUSTON","D05","ED","2024","80","1","0","11","19","43","3","81.8","","","","1","0-0","0","0","0"
"","","144411","","366863","","Devean Deal","tcu-horned-frogs","TCU","D11","ED","2024","64","12","0","7","0","38","0","59.8","","","","1","0-0","0","0","0"
"","","144452","","361921","","BJ Adams","ucf-knights","UCF","D00","CB","2024","63","0","14","19","6","21","0","67.5","","","","3","0-0","0","0","0"
"","","144453","","385914","","Matthew Alexander","ucf-knights","UCF","D44","DI","2024","37","0","0","8","1","20","7","60.6","","","","0","0-0","0","0","0"
"","","144455","","381427","","Charlie Browder","tennessee-volunteers","TENNESSEE","88","TE","2024","6","0","0","0","0","0","6","61.2","","","","0","0-0","0","0","0"
"","","144461","","385961","","Malachi Lawrence","ucf-knights","UCF","D51","ED","2024","40","0","0","6","0","29","0","59.7","","","","0","0-0","0","0","0"
"","","144464","","360401","","Titus Mokiao-Atimalala","ucla-bruins","UCLA","02","WR","2024","10","8","0","0","1","0","0","58.6","","","","1","1-1","0","0","0"
"","","144470","","368341","","William Wells","ucf-knights","UCF","D29","S","2024","49","19","12","12","3","1","0","72.8","","","","4","0-0","2","0","0"
"","","144483","","360225","","Jimmy Horn Jr.","colorado-buffaloes","COLORADO","05","WR","2024","54","42","0","11","0","0","0","60.4","59.2","61.1","","9","0-0","0","0","0"
"","","144503","","362456","","Caleb Parker","baylor-bears","BAYLOR","D47","S","2024","138","46","14","39","28","7","0","74.6","","","","14","1-1","2","0","1"
"","","144506","","385011","","Kyron Drones","virginia-tech-hokies","VA TECH","01","QB","2024","2","0","0","0","0","0","0","","","","","2","0-0","0","0","0"
"","","144511","","386784","","Cameron Bonner","baylor-bears","BAYLOR","84","WR","2024","24","7","17","0","0","0","0","61","","","","1","0-0","0","0","0"
"","","144512","","368716","","Jonah Burton","baylor-bears","BAYLOR","17","WR","2024","2","2","0","0","0","0","0","60.2","","","","0","0-0","0","0","0"
"","","144513","","368544","","Josh Cameron","baylor-bears","BAYLOR","34","WR","2024","66","9","0","55","0","0","0","61.5","59.1","92.7","","14","0-0","0","0","0"
"","","144514","","360792","","Gavin Yates","baylor-bears","BAYLOR","43","TE","2024","105","26","0","0","45","0","30","76.4","","","","5","0-0","2","0","0"
"","","144516","","372636","","Ryan Lengyel","baylor-bears","BAYLOR","62","G","2024","79","0","0","0","0","0","76","59","","","","1","1-0","0","0","0"
"","","144522","","367799","","Devin Lemear","baylor-bears","BAYLOR","D20","S","2024","85","0","58","0","0","26","0","61.4","","","","2","0-0","1","0","0"
"","","144524","","385054","","Tevin Williams III","baylor-bears","BAYLOR","D27","CB","2024","52","0","10","17","6","18","0","69","","","","3","0-0","1","0","0"
"","","144528","","367801","","Jaden Maronen","baylor-bears","BAYLOR","D58","LB","2024","80","11","35","34","0","0","0","61.9","","","","4","0-0","0","0","0"
"","","144529","","385188","","Michael Mastrodicasa","baylor-bears","BAYLOR","D39","S","2024","16","4","3","9","0","0","0","37.1","","","","1","1-0","0","0","0"
"","","144530","","385876","","Cooper Lanz","baylor-bears","BAYLOR","D97","DI","2024","3","0","0","0","0","2","0","59.5","","","","0","0-0","0","0","0"
"","","144531","","367800","","Garrison Grimes","baylor-bears","BAYLOR","S26","LS","2024","126","0","0","0","45","0","75","61.6","","","","12","1-0","1","1","0"
"","","144532","","360847","","Isaiah Hankins","baylor-bears","BAYLOR","S98","K","2024","77","0","5","0","0","0","70","61.8","69.9","","81.1","23","1-0","0","0","0"
"","","144537","","393436","","Asle Thorson","iowa-state-cyclones","IOWA STATE","D39","S","2024","65","65","0","0","0","0","0","59.3","","","","1","0-0","0","0","0"
"","","144542","","387506","","Tyler Maro","iowa-state-cyclones","IOWA STATE","50","T","2024","64","0","0","0","0","0","61","65.1","","","","0","0-0","0","0","0"
"","","144544","","387473","","Jim Bonifas","iowa-state-cyclones","IOWA STATE","63","C","2024","8","0","0","0","0","0","8","61.7","","","","0","0-0","0","0","0"
"","","144546","","385191","","Tyler Moore","iowa-state-cyclones","IOWA STATE","82","TE","2024","87","21","0","0","19","0","45","65.2","","","","2","0-0","0","0","0"
"","","144547","","379169","","Tyler Onyedim","iowa-state-cyclones","IOWA STATE","D11","ED","2024","48","0","0","0","0","47","0","59.9","","","","1","0-0","0","0","0"
"","","144548","","362904","","Myles Purchase","iowa-state-cyclones","IOWA STATE","D05","CB","2024","60","1","8","9","0","40","0","63.8","","","","0","0-0","0","0","0"
"","","144549","","362896","","Beau Freyler","iowa-state-cyclones","IOWA STATE","D17","S","2024","49","0","0","0","0","45","0","60.1","","","","2","1-1","0","0","0"
"","","144550","","383305","","Malik Verdon","iowa-state-cyclones","IOWA STATE","D07","S","2024","26","0","0","0","0","24","0","60.1","","","","1","0-0","0","0","0"
"","","144552","","379065","","Myles Mendeszoon","iowa-state-cyclones","IOWA STATE","D06","ED","2024","181","0","84","35","56","1","0","62.7","","","","18","0-0","2","2","2"
"","","144553","","373377","","Joey Petersen","iowa-state-cyclones","IOWA STATE","D52","ED","2024","111","3","51","0","0","53","0","56.2","","","","14","0-0","3","0","4"
"","","144558","","368897","","Devin Neal","kansas-jayhawks","KANSAS","04","HB","2024","1","0","0","0","1","0","0","60","","","","0","0-0","0","0","0"
"","","144563","","406655","","Mack Moeller","kansas-jayhawks","KANSAS","80","WR","2024","52","30","3","17","0","0","0","63.2","","","","4","1-0","0","0","0"
"","","144567","","388757","","Corey Robinson II","georgia-tech-yellow-jackets","GA TECH","55","T","2024","9","0","0","0","0","0","0","","","","","0","0-0","0","0","0"
"","","144568","","428850","","De'Kedrick Sterns","kansas-jayhawks","KANSAS","74","G","2024","3","0","0","0","0","0","3","60.8","","","","0","0-0","0","0","0"
"","","144572","","362220","","Jayson Gilliom","kansas-jayhawks","KANSAS","D10","LB","2024","118","33","35","2","20","27","0","62.8","","","","7","0-0","0","0","0"
"","","144575","","363147","","Cobee Bryant","kansas-jayhawks","KANSAS","D02","CB","2024","74","1","0","10","8","50","0","60.3","","","","3","0-0","0","0","0"
"","","144577","","368479","","Landon Nelson","kansas-jayhawks","KANSAS","D31","S","2024","16","0","2","14","0","0","0","45.4","","","","4","0-0","0","0","1"
"","","144579","","428844","","Cole Mondi","kansas-jayhawks","KANSAS","D39","LB","2024","16","0","16","0","0","0","0","46.8","","","","6","0-0","1","0","0"
"","","144581","","360776","","O.J. Burroughs","kansas-jayhawks","KANSAS","D05","S","2024","77","0","15","4","0","53","0","62.9","","","","1","0-0","0","0","0"
"","","144582","","365939","","D.J. Withers","kansas-jayhawks","KANSAS","D52","DI","2024","6","0","0","6","0","0","0","62.4","","","","0","0-0","0","0","0"
"","","144584","","386292","","Tommy Dunn Jr.","kansas-jayhawks","KANSAS","D92","DI","2024","52","0","0","1","0","49","0","56.9","","","","0","0-0","0","0","0"
"","","144585","","384832","","Cole Petrus","kansas-jayhawks","KANSAS","D96","ED","2024","254","63","69","30","33","53","0","61.7","59.6","","","17","0-0","2","1","2"
"","","144586","","362196","","Grayden Addison","kansas-jayhawks","KANSAS","S37","P","2024","62","0","0","0","0","0","61","54.8","","","","1","1-0","0","0","0"
"","","144595","","362450","","DJ Giddens","kansas-state-wildcats","KANSAS ST","31","HB","2024","1","0","0","0","0","0","0","","","","","1","0-0","0","0","0"
"","","144597","","428688","","Andrew Sonner","kansas-state-wildcats","KANSAS ST","37","TE","2024","6","6","0","0","0","0","0","74.4","","","","1","0-0","0","0","0"
"","","144598","","362462","","Hadley Panzer","kansas-state-wildcats","KANSAS ST","54","G","2024","16","0","0","0","0","0","12","63","","","","0","0-0","0","0","0"
"","","144599","","384444","","Andrew Leingang","kansas-state-wildcats","KANSAS ST","56","G","2024","94","0","0","0","22","0","66","63.8","","","","1","0-0","0","0","0"
"","","144601","","388797","","Sam Hecht","kansas-state-wildcats","KANSAS ST","75","C","2024","5","0","0","0","0","0","0","","","","","0","0-0","0","0","0"
"","","144605","","362446","","Omar Daniels","georgia-tech-yellow-jackets","GA TECH","D21","S","2024","129","0","56","7","27","28","0","59.6","","","","9","0-0","4","0","3"
"","","144609","","388799","","Trey Krause","kansas-state-wildcats","KANSAS ST","D24","S","2024","1","0","1","0","0","0","0","60","","","","0","0-0","0","0","0"
"","","144611","","388807","","Desmond Purnell","kansas-state-wildcats","KANSAS ST","D32","LB","2024","67","3","0","11","0","49","0","63.5","","","","0","0-0","0","0","0"
"","","144612","","385300","","Krew Jackson","arizona-state-sun-devils","ARIZONA ST","D43","LB","2024","88","25","37","23","2","0","0","62.5","","","","6","0-0","1","0","0"
"","","144614","","388798","","Damian Ilalio","kansas-state-wildcats","KANSAS ST","D56","DI","2024","20","0","0","2","0","17","0","58.5","","","","1","0-0","0","0","0"
"","","144617","","381572","","Chris Tennant","kansas-state-wildcats","KANSAS ST","S17","K","2024","89","0","22","0","0","0","66","62.4","82.7","","87.5","28","0-0","0","1","0"
"","","144626","","367527","","Savion Byrd","smu-mustangs","SMU","54","T","2024","82","0","0","0","4","0","73","66.4","","","","0","0-0","0","0","0"
"","","144631","","362082","","Clayton Smith","arizona-state-sun-devils","ARIZONA ST","D10","ED","2024","64","4","0","18","1","35","0","61.4","","","","0","0-0","0","0","0"
"","","144632","","362085","","Danny Stutsman","oklahoma-sooners","OKLAHOMA","D28","LB","2024","78","1","15","9","3","45","0","67.1","","","","0","0-0","0","0","0"
"","","144636","","362057","","Ethan Downs","oklahoma-sooners","OKLAHOMA","D40","ED","2024","114","6","0","10","53","35","3","65.7","","","","5","0-0","1","0","0"
"","","144637","","362061","","Kelvin Gilliam Jr.","virginia-tech-hokies","VA TECH","D22","DI","2024","19","0","0","6","0","12","0","60.6","","","","1","0-0","0","0","0"
"","","144638","","361409","","Billy Bowman Jr.","oklahoma-sooners","OKLAHOMA","D02","S","2024","121","16","42","11","0","47","0","65.4","56.1","54.6","","4","0-0","0","0","0"
"","","144639","","362069","","Latrell McCutchin","houston-cougars","HOUSTON","D01","CB","2024","107","0","0","30","33","39","0","80.9","","","","9","1-0","2","0","0"
"","","144641","","368421","","Jake Mann","north-carolina-state-wolfpack","NC STATE","S95","LS","2024","70","0","0","0","48","0","22","63.2","","","","10","0-0","0","0","2"
"","","144643","","361782","","Caleb Etienne","byu-cougars","BYU","76","T","2024","78","0","0","0","0","0","68","65","","","","1","0-0","0","0","0"
"","","144650","","368440","","JP Richardson","tcu-horned-frogs","TCU","07","WR","2024","71","1","1","61","0","0","0","66.2","","87.4","","15","0-0","0","0","0"
"","","144651","","361788","","Bryson Green","wisconsin-badgers","WISCONSIN","09","WR","2024","8","0","5","1","0","0","0","61.8","","","","1","0-0","0","0","0"
"","","144654","","386020","","Luke McEndoo","oklahoma-state-cowboys","OKLA STATE","47","TE","2024","54","2","0","0","0","0","51","63.2","","","","1","0-0","0","0","0"
"","","144656","","447572","","Hilton Marsh","oklahoma-state-cowboys","OKLA STATE","65","G","2024","1","0","0","0","0","0","1","60","","","","0","0-0","0","0","0"
"","","144659","","386205","","Kale Smith","oklahoma-state-cowboys","OKLA STATE","D10","CB","2024","144","1","56","23","25","36","0","67.6","","","","7","0-0","2","2","1"
"","","144660","","368502","","Ty Williams","oklahoma-state-cowboys","OKLA STATE","D15","S","2024","31","1","12","8","9","0","0","66.7","","","","2","0-0","1","0","1"
"","","144661","","383575","","Lyrik Rawls","oklahoma-state-cowboys","OKLA STATE","D06","S","2024","191","51","51","38","35","13","0","70.6","59.9","","","7","0-0","0","2","0"
"","","144662","","368874","","Raymond Gay II","oklahoma-state-cowboys","OKLA STATE","D27","CB","2024","157","57","61","17","18","2","0","62.1","","","","11","1-0","5","0","1"
"","","144663","","383349","","De'kelvion Beamon","oklahoma-state-cowboys","OKLA STATE","D24","CB","2024","2","0","2","0","0","0","0","60.4","","","","0","0-0","0","0","0"
"","","144664","","368438","","Collin Oliver","oklahoma-state-cowboys","OKLA STATE","D30","ED","2024","7","0","0","1","0","5","0","60","","","","0","0-0","0","0","0"
"","","144667","","368437","","Nickolas Martin","oklahoma-state-cowboys","OKLA STATE","D04","LB","2024","28","0","1","2","0","23","0","61.2","","","","0","0-0","0","0","0"
"","","144668","","383573","","Kendal Daniels","oklahoma-state-cowboys","OKLA STATE","D05","S","2024","53","0","2","0","0","51","0","60.7","","","","0","0-0","0","0","0"
"","","144671","","379725","","Aden Kelley","oklahoma-state-cowboys","OKLA STATE","D71","DI","2024","44","0","0","0","38","6","0","53.7","","","","1","1-0","0","0","0"
"","","144672","","383576","","Cam Smith","oklahoma-state-cowboys","OKLA STATE","D03","CB","2024","55","0","6","1","1","46","0","62.2","","","","0","0-0","0","0","0"
"","","144675","","386043","","Logan Ward","oklahoma-state-cowboys","OKLA STATE","S19","K","2024","85","0","32","0","0","0","52","62.7","73.7","","76.3","29","0-0","1","0","0"
"","","144678","","362438","","Abe Camara","tcu-horned-frogs","TCU","D01","S","2024","95","0","0","16","32","41","0","62.3","","","","5","1-1","2","0","0"
"","","144682","","362455","","Sam Jackson","auburn-tigers","AUBURN","18","WR","2024","6","0","0","0","6","0","0","53.5","","","","1","0-0","0","0","0"
"","","144683","","385937","","Trent Battle","tcu-horned-frogs","TCU","17","HB","2024","44","11","3","0","30","0","0","55.9","","","","2","0-0","0","0","0"
"","","144696","","362475","","DJ Rogers","tcu-horned-frogs","TCU","00","TE","2024","157","66","0","15","0","0","73","72.1","59.9","","","3","0-0","0","0","0"
"","","144702","","362534","","Shadrach Banks Jr.","tcu-horned-frogs","TCU","E06","LB","2024","42","2","21","16","1","0","0","81.6","","","","3","0-0","0","0","1"
"","","144707","","385953","","Luke Lingard","tcu-horned-frogs","TCU","D51","LB","2024","47","18","4","21","0","0","0","65.4","","","","0","0-0","0","0","0"
"","","144709","","362431","","Blake Baldwin","tcu-horned-frogs","TCU","D43","LB","2024","11","0","4","7","0","0","0","65.5","","","","1","0-0","0","0","0"
"","","144715","","400294","","Joe Laterza","tcu-horned-frogs","TCU","36","WR","2024","1","0","0","1","0","0","0","60","","60.3","","0","0-0","0","0","0"
"","","144723","","363778","","Hayden Conner","texas-longhorns","TEXAS","76","G","2024","98","0","0","0","0","0","92","67.5","","","","0","0-0","0","0","0"
"","","144725","","368547","","Juan Davis","texas-longhorns","TEXAS","81","TE","2024","58","4","0","49","0","0","0","73","","","","1","0-0","0","0","0"
"","","144726","","363779","","Gunnar Helm","texas-longhorns","TEXAS","85","TE","2024","184","56","0","0","45","0","75","65.2","59.6","","","3","0-0","0","0","0"
"","","144730","","376603","","Jamier Johnson","indiana-hoosiers","INDIANA","D09","CB","2024","107","0","74","3","0","30","0","60.3","","","","7","0-0","4","1","0"
"","","144731","","373183","","Terrence Cooks Jr.","tcu-horned-frogs","TCU","D12","LB","2024","87","39","28","0","19","0","0","64.7","","","","8","0-0","2","2","0"
"","","144732","","387220","","Michael Taaffe","texas-longhorns","TEXAS","D16","S","2024","229","17","20","83","51","47","0","69.2","","","","11","1-0","3","0","1"
"","","144733","","376597","","Morice Blackwell Jr.","texas-longhorns","TEXAS","D37","LB","2024","293","52","77","70","43","43","0","76.8","","","","16","1-0","4","1","2"
"","","144737","","423528","","Marshall Landwehr","texas-longhorns","TEXAS","D51","LB","2024","127","8","80","13","25","0","0","62.8","","","","8","0-0","2","2","0"
"","","144738","","398499","","David Abiara","smu-mustangs","SMU","D16","ED","2024","4","0","0","2","0","2","0","60.9","","","","0","0-0","0","0","0"
"","","144739","","373188","","Barryn Sorrell","texas-longhorns","TEXAS","D88","ED","2024","67","0","0","14","0","47","0","61.1","","","","1","0-0","0","0","0"
"","","144740","","363776","","Bert Auburn","texas-longhorns","TEXAS","S45","K","2024","94","0","0","0","0","0","90","61.8","","","77","27","0-0","0","0","0"
"","","144741","","387212","","Isaac Pearson","smu-mustangs","SMU","S49","P","2024","135","0","0","0","47","0","86","59.6","","64","","48","0-0","0","0","0"
"","","144747","","359948","","Behren Morton","texas-tech-red-raiders","TEXAS TECH","02","QB","2024","4","0","0","0","0","0","0","","","","","4","0-0","0","0","0"
"","","144749","","373124","","Cam'Ron Valdez","texas-tech-red-raiders","TEXAS TECH","00","HB","2024","2","1","0","1","0","0","0","60","","","","0","0-0","0","0","0"
"","","144754","","407999","","Caleb Rodkey","texas-tech-red-raiders","TEXAS TECH","69","C","2024","130","0","0","0","48","0","77","64.2","","","","2","0-0","0","0","0"
"","","144756","","373381","","Jacoby Jackson","mississippi-state-bulldogs","MISS STATE","75","G","2024","52","0","0","0","0","0","51","64.3","","","","0","0-0","0","0","0"
"","","144758","","362630","","Mason Tharp","texas-tech-red-raiders","TEXAS TECH","80","TE","2024","84","4","1","2","0","1","73","64.9","","","","1","0-0","0","0","0"
"","","144761","","373379","","Jerand Bradley","boston-college-eagles","BOSTON COL","09","WR","2024","3","3","0","0","0","0","0","60","","","","0","0-0","0","0","0"
"","","144764","","386201","","Charles Robinson","texas-tech-red-raiders","TEXAS TECH","39","TE","2024","1","0","1","0","0","0","0","60","","","","0","0-0","0","0","0"
"","","144766","","376720","","Gage Elder","texas-tech-red-raiders","TEXAS TECH","D48","LB","2024","11","0","8","0","3","0","0","67.6","","","","1","0-0","1","0","0"
"","","144767","","373121","","Chief Collins","texas-tech-red-raiders","TEXAS TECH","D29","S","2024","122","15","89","16","0","0","0","65.9","","","","8","0-0","2","1","0"
"","","144768","","385845","","Charles Esters III","texas-tech-red-raiders","TEXAS TECH","D11","ED","2024","41","0","0","5","0","32","0","61.1","","","","0","0-0","0","0","0"
"","","144769","","386203","","Isaac Smith","texas-tech-red-raiders","TEXAS TECH","D17","ED","2024","68","16","0","6","14","29","0","62.9","","","","4","0-0","1","0","0"
"","","144770","","385867","","Blake Burris","smu-mustangs","SMU","D91","DI","2024","110","0","0","3","9","7","88","66","","","","0","0-0","0","0","0"
"","","144771","","381721","","E'Maurion Banks","texas-tech-red-raiders","TEXAS TECH","D08","DI","2024","40","0","0","1","0","37","0","91.7","","","","2","0-0","0","0","0"
