"Rank","","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","","Team","#","POS","S","DEF","DEF%","RUND","PRSH","COV","DEF GRD","RUND GRD","PRSH GRD","COV","KEY","PEN","BP","TKL","AST","MT","STOP"
"","","122396","","348418","","Stephen Dix Jr.","arkansas-razorbacks","ARKANSAS","D14","LB","2024","548","0.0008","261","49","238","66.7","68.5","55.4","64.5","111","0-0","0","43","16","6","21"
"","","122405","","348349","","DJ Lundy","florida-state-seminoles","FLORIDA ST","D10","LB","2024","220","0.0003","133","6","81","54.4","53.6","76.2","52.4","60","0-0","0","16","4","3","10"
"","","122424","","348417","","Sidney Williams","missouri-tigers","MISSOURI","D03","S","2024","262","0.0004","106","22","134","69.4","80","52.7","64.9","27","0-0","0","25","5","2","14"
"","","122425","","348322","","Darion Williamson","florida-state-seminoles","FLORIDA ST","21","WR","2024","1","0","1","0","0","60","60","","","0","0-0","0","0","0","0","0"
"","","122469","","349530","","Avery Boyd","georgia-tech-yellow-jackets","GA TECH","09","TE","2024","1","0","0","1","0","60","","60","","0","0-0","0","0","0","0","0"
"","","122470","","350188","","LaMiles Brooks","georgia-tech-yellow-jackets","GA TECH","D01","S","2024","386","0.0006","166","25","195","47.9","61.3","49.8","41.7","58","2-0","0","31","12","12","10"
"","","122480","","348487","","Jared Ivey","mississippi-rebels","OLE MISS","D15","ED","2024","541","0.0008","201","337","3","90.7","82.7","90.8","57.7","136","1-0","3","21","9","3","22"
"","","122483","","348515","","Kyle Kennard","south-carolina-gamecocks","S CAROLINA","D05","ED","2024","554","0.0008","240","311","3","77","72.3","80.6","62.7","121","5-0","2","12","10","5","19"
"","","122491","","388750","","Jason Moore","georgia-tech-yellow-jackets","GA TECH","D95","DI","2024","101","0.0001","50","51","0","76.3","78","65.9","","20","0-0","0","2","3","0","2"
"","","122499","","349884","","Akelo Stone","mississippi-rebels","OLE MISS","D95","DI","2024","191","0.0003","82","109","0","71.8","67.1","69.9","61.5","50","1-1","1","6","2","1","7"
"","","122525","","349495","","Craig McDonald","minnesota-golden-gophers","MINNESOTA","D21","S","2024","12","0","5","2","5","62.8","61.6","59","62.2","0","0-0","0","0","0","0","0"
"","","122533","","349511","","J.R. Singleton","iowa-state-cyclones","IOWA STATE","D58","DI","2024","464","0.0007","233","231","0","67.4","66.5","61.9","70","86","0-0","0","12","11","7","12"
"","","122547","","350534","","Taiwan Berryhill Jr.","kansas-jayhawks","KANSAS","D06","LB","2024","405","0.0006","184","27","194","43.6","50.9","54.2","41.1","69","1-0","0","20","7","7","8"
"","","122551","","348319","","Kenean Caldwell","kansas-jayhawks","KANSAS","D97","DI","2024","174","0.0003","97","77","0","67.9","70.8","57.7","","38","0-0","0","8","2","1","6"
"","","122556","","349626","","Mello Dotson","kansas-jayhawks","KANSAS","D03","CB","2024","761","0.0011","332","2","427","77.7","69.7","64.6","78.3","91","1-0","0","46","7","13","19"
"","","122572","","350761","","Kyler Pearson","oklahoma-state-cowboys","OKLA STATE","27","WR","2024","1","0","0","0","1","62.4","","","60","0","0-0","0","0","0","0","0"
"","","122576","","349170","","Jereme Robinson","kansas-jayhawks","KANSAS","D90","ED","2024","454","0.0007","198","244","12","65.5","65.9","60.4","74.1","92","1-0","0","16","0","4","16"
"","","122580","","351050","","Caleb Taylor","kansas-jayhawks","KANSAS","D53","DI","2024","364","0.0005","180","184","0","60.7","58","60.4","62.2","78","0-0","4","12","3","2","11"
"","","122605","","362460","","Nate Matlack","pittsburgh-panthers","PITTSBURGH","D02","ED","2024","633","0.0009","268","360","5","70","62.1","79.3","52.1","142","3-0","2","13","7","8","14"
"","","122610","","388803","","Beau Palmer","kansas-state-wildcats","KANSAS ST","D57","LB","2024","85","0.0001","34","16","35","58.1","74.2","48.2","51.2","18","0-0","0","8","3","1","7"
"","","122619","","388812","","Cody Stufflebean","kansas-state-wildcats","KANSAS ST","D47","ED","2024","442","0.0007","202","240","0","53","51.4","52.7","63.4","95","0-0","0","12","7","2","6"
"","","122628","","348249","","Trey Amos","mississippi-rebels","OLE MISS","D09","CB","2024","841","0.0012","323","2","516","85.7","81","54","85.6","84","3-0","0","46","6","6","17"
"","","122703","","350089","","Jared Dawson","louisville-cardinals","LOUISVILLE","D93","DI","2024","294","0.0004","129","164","1","82.2","84.5","69.9","63.9","75","1-0","0","12","6","1","15"
"","","122726","","348445","","Dezmond Tell","louisville-cardinals","LOUISVILLE","D99","DI","2024","363","0.0005","174","189","0","63","59.1","70.4","62.3","100","3-0","0","21","3","2","15"
"","","122729","","349425","","Greedy Vance Jr.","usc-trojans","USC","D21","CB","2024","411","0.0006","149","21","241","73.9","65.7","67.5","76.7","47","2-0","1","26","4","3","11"
"","","122732","","348660","","Kameron Wilson","cincinnati-bearcats","CINCINNATI","D15","ED","2024","251","0.0004","102","149","0","72","69.1","73.2","58.2","70","1-0","0","7","4","5","7"
"","","122821","","367715","","Kedrick Bingley-Jones","mississippi-state-bulldogs","MISS STATE","D22","DI","2024","125","0.0002","64","61","0","63.1","61.1","59.9","61.9","25","0-0","0","3","4","1","2"
"","","122833","","348147","","Desmond Evans","north-carolina-tar-heels","N CAROLINA","D10","ED","2024","556","0.0008","250","302","4","68.2","68.7","68.7","71.6","135","5-2","1","25","5","7","23"
"","","122847","","348183","","Kaimon Rucker","north-carolina-tar-heels","N CAROLINA","D07","ED","2024","334","0.0005","144","170","20","74.3","60.7","81.2","68.9","93","1-1","1","16","5","3","17"
"","","122853","","348685","","Devon Betty","north-carolina-state-wolfpack","NC STATE","D08","LB","2024","659","0.001","293","107","259","48.6","60.1","58.1","34.1","161","1-0","2","44","13","11","33"
"","","122879","","368560","","Jayland Parker","north-carolina-state-wolfpack","NC STATE","D27","LB","2024","68","0.0001","24","11","33","54.5","76.8","51.8","43.2","11","0-0","0","5","1","2","4"
"","","122887","","349925","","Davin Vann","north-carolina-state-wolfpack","NC STATE","D01","ED","2024","562","0.0008","229","331","2","84","82.4","78.6","67.7","125","3-0","0","25","6","5","22"
"","","122889","","349383","","Aydan White","north-carolina-state-wolfpack","NC STATE","D03","CB","2024","634","0.0009","269","1","364","68.2","53.3","59.1","71.1","74","2-0","0","53","6","7","12"
"","","122894","","348559","","Jordan Botelho","notre-dame-fighting-irish","NOTRE DAME","D12","ED","2024","95","0.0001","45","46","4","81.4","72.9","81","61.7","33","0-0","0","8","5","2","7"
"","","122901","","348570","","Ramon Henderson","ucla-bruins","UCLA","D11","S","2024","609","0.0009","239","15","355","49.6","42.7","65.7","53","65","3-0","1","28","4","16","8"
"","","122903","","348477","","Aidan Keanaaina","california-golden-bears","CAL","D47","DI","2024","425","0.0006","203","220","2","79.1","80.1","71.2","62.3","98","1-0","1","29","10","2","21"
"","","122905","","348518","","Clarence Lewis","syracuse-orange","SYRACUSE","D03","CB","2024","735","0.0011","304","1","430","75.4","61.7","58.9","78","63","2-0","0","37","7","5","8"
"","","122907","","348572","","Rylie Mills","notre-dame-fighting-irish","NOTRE DAME","D99","DI","2024","539","0.0008","248","291","0","72.7","61.9","83.1","62.5","162","3-0","0","22","6","1","21"
"","","122914","","348574","","Xavier Watts","notre-dame-fighting-irish","NOTRE DAME","D00","S","2024","970","0.0014","451","14","505","89.7","79.5","75.7","89.5","90","0-0","0","70","23","13","24"
"","","122920","","350512","","Jalin Conyers","texas-tech-red-raiders","TEXAS TECH","12","TE","2024","1","0","0","0","1","60","","","60","0","0-0","0","0","0","0","0"
"","","122928","","350516","","Justin Harrington","washington-huskies","WASHINGTON","D04","S","2024","4","0","0","2","2","60.4","","58.3","60.9","0","0-0","0","0","0","0","0"
"","","122958","","348583","","Korie Black","oklahoma-state-cowboys","OKLA STATE","D02","CB","2024","690","0.001","302","2","386","73.9","63.2","63.2","74.5","64","2-0","0","33","4","4","8"
"","","122963","","348590","","Mason Cobb","usc-trojans","USC","D13","LB","2024","714","0.0011","311","119","284","60.4","58.9","48.3","70.7","158","1-0","2","51","19","12","23"
"","","122978","","348612","","Jabbar Muhammad","oregon-ducks","OREGON","D07","CB","2024","732","0.0011","306","7","419","76.3","57.1","55.1","80.3","70","2-0","0","37","7","4","8"
"","","122986","","348620","","Jeff Roberson","oklahoma-state-cowboys","OKLA STATE","D22","LB","2024","670","0.001","323","84","263","59.9","56.3","55.7","65.9","144","0-0","0","50","13","11","30"
"","","123003","","348045","","Rashad Battle","pittsburgh-panthers","PITTSBURGH","D15","CB","2024","547","0.0008","216","10","321","74","71","81.3","72.2","69","2-1","0","36","2","6","16"
"","","123007","","348057","","Solomon DeShields","texas-am-aggies","TEXAS A&M","D22","LB","2024","189","0.0003","60","39","90","66.3","76.3","66.8","53.7","37","0-0","0","14","7","2","7"
"","","123010","","348063","","Dayon Hayes","colorado-buffaloes","COLORADO","D50","ED","2024","163","0.0002","70","91","2","63.4","70.8","56.7","61.5","36","1-0","0","13","2","0","10"
"","","123012","","348069","","Bangally Kamara","south-carolina-gamecocks","S CAROLINA","D18","LB","2024","70","0.0001","41","7","22","84.1","89.9","54.4","69.7","17","0-0","0","8","2","0","7"
"","","123015","","348072","","Buddy Mack III","south-carolina-gamecocks","S CAROLINA","D33","S","2024","6","0","2","0","4","45.7","60","","42.2","1","0-0","0","0","0","0","0"
"","","123032","","348348","","Justin Barron","syracuse-orange","SYRACUSE","D08","S","2024","723","0.0011","296","45","382","68.9","75.5","72.2","64.1","160","7-0","2","78","19","23","42"
"","","123033","","348350","","Ja'Had Carter","north-carolina-state-wolfpack","NC STATE","D11","S","2024","167","0.0002","62","9","96","57.4","64.6","56.1","55.1","19","1-0","0","10","3","3","3"
"","","123045","","349935","","Leon Lowery","wisconsin-badgers","WISCONSIN","D08","ED","2024","372","0.0005","193","154","25","58.6","54.6","55","76","71","0-0","0","20","10","2","12"
"","","123054","","372992","","Anwar Sparrow","syracuse-orange","SYRACUSE","D12","LB","2024","141","0.0002","49","13","79","60","65.8","52.5","58.1","33","0-0","0","5","5","5","1"
"","","123055","","348364","","Stefon Thompson","nebraska-cornhuskers","NEBRASKA","D56","LB","2024","175","0.0003","83","18","74","77.4","76.8","64.9","76.7","34","1-0","0","18","8","0","4"
"","","123057","","348366","","Marlowe Wax","syracuse-orange","SYRACUSE","D02","LB","2024","468","0.0007","208","58","202","62.6","69.2","69.2","51.7","105","1-0","0","35","8","5","25"
"","","123066","","349435","","Bud Clark","tcu-horned-frogs","TCU","D21","S","2024","837","0.0012","392","3","442","89.8","74.9","57.6","90.1","55","3-1","0","55","18","6","15"
"","","123067","","349437","","Khari Coleman","mississippi-rebels","OLE MISS","D23","LB","2024","365","0.0005","133","29","203","66.6","83.2","63.2","50.5","80","0-0","0","35","11","6","22"
"","","123089","","351460","","Jaionte McMillan","minnesota-golden-gophers","MINNESOTA","D24","CB","2024","227","0.0003","76","10","141","56.7","74.3","73.8","50","35","1-1","0","14","7","6","4"
"","","123103","","348171","","Xavion Alford","arizona-state-sun-devils","ARIZONA ST","D02","S","2024","898","0.0013","366","9","523","75","68.4","51.4","77.2","57","1-0","0","60","20","9","9"
"","","123105","","348177","","Jahdae Barron","texas-longhorns","TEXAS","D07","CB","2024","972","0.0014","409","21","542","90.8","83.3","58.4","91.3","86","1-0","1","59","10","7","20"
"","","123107","","348187","","Vernon Broughton","texas-longhorns","TEXAS","D45","DI","2024","589","0.0009","240","349","0","86.2","79.1","86.2","63.2","164","2-0","2","30","1","6","27"
"","","123110","","348202","","Alfred Collins","texas-longhorns","TEXAS","D95","DI","2024","592","0.0009","287","304","1","88","85","69.8","72.8","170","0-0","6","38","26","5","27"
"","","123113","","348209","","Prince Dorbah","arizona-state-sun-devils","ARIZONA ST","D32","ED","2024","414","0.0006","150","258","6","63.8","68.1","58.1","64","75","1-1","1","4","6","6","7"
"","","123128","","348317","","Jerrin Thompson","auburn-tigers","AUBURN","D01","S","2024","718","0.0011","324","9","385","72.5","64.8","47.2","78","74","2-0","0","55","21","9","18"
"","","123132","","348228","","Philip Blidi","auburn-tigers","AUBURN","D96","DI","2024","281","0.0004","148","133","0","75","81.6","58.6","","68","0-0","0","15","5","2","13"
"","","123146","","362605","","Trent Low","texas-tech-red-raiders","TEXAS TECH","D34","LB","2024","4","0","3","0","1","39.6","61.9","","53.1","3","0-0","0","0","0","1","0"
"","","123152","","351824","","Joseph Plunk","texas-tech-red-raiders","TEXAS TECH","D31","S","2024","89","0.0001","44","0","45","55","62","","52","7","0-0","0","6","0","4","1"
"","","123155","","349140","","Myles Price","indiana-hoosiers","INDIANA","04","WR","2024","1","0","1","0","0","60","60","","","0","0-0","0","0","0","0","0"
"","","123156","","348299","","Bryce Ramirez","texas-tech-red-raiders","TEXAS TECH","D03","LB","2024","110","0.0002","59","20","31","63.4","72.3","69.9","45.5","41","0-0","0","18","3","4","9"
"","","123261","","348698","","Everitt Rogers","houston-cougars","HOUSTON","D97","DI","2024","15","0","12","3","0","71.2","70.8","58.8","","6","0-0","0","1","1","0","1"
"","","123287","","348941","","Tramel Logan","louisville-cardinals","LOUISVILLE","D19","ED","2024","307","0.0005","118","173","16","74.8","68.9","73.5","72","74","1-0","0","9","5","6","10"
"","","123343","","352055","","Alec Bryant","illinois-fighting-illini","ILLINOIS","D03","ED","2024","349","0.0005","134","168","47","62.5","57.2","67.2","59.2","59","1-0","1","17","1","0","10"
"","","123352","","349375","","Keonta Jenkins","virginia-tech-hokies","VA TECH","D07","S","2024","588","0.0009","250","42","296","75.7","80","76","70.9","99","1-1","0","44","13","16","31"
"","","123360","","368291","","Wilfried Pene","virginia-tech-hokies","VA TECH","D91","DI","2024","445","0.0007","188","257","0","70","65.5","69.3","64.5","115","1-0","1","14","10","4","14"
"","","123366","","349380","","Dorian Strong","virginia-tech-hokies","VA TECH","D44","CB","2024","748","0.0011","338","1","409","73.9","65","60","75","70","3-1","0","29","5","1","6"
"","","123370","","348236","","Nick Andersen","wake-forest-demon-deacons","WAKE","D45","S","2024","849","0.0013","345","3","501","72.5","76.8","58.1","72.4","80","4-0","0","76","38","19","15"
"","","123381","","360042","","Wyatt Crespi","wake-forest-demon-deacons","WAKE","D98","DI","2024","72","0.0001","39","33","0","63.8","65.6","57.6","","17","0-0","0","1","0","0","1"
"","","123382","","350003","","Jasheen Davis","wake-forest-demon-deacons","WAKE","D30","ED","2024","603","0.0009","229","371","3","72.1","63.9","75.4","67.5","115","2-0","0","19","7","2","16"
"","","123389","","350024","","Gavin Holmes","texas-longhorns","TEXAS","D09","CB","2024","290","0.0004","92","0","198","64.8","46.2","","66.8","27","1-0","0","11","2","4","3"
"","","123405","","350010","","Kendron Wayman","wake-forest-demon-deacons","WAKE","D05","ED","2024","544","0.0008","215","281","48","57.4","53.9","59.6","56","79","0-0","0","12","5","5","8"
"","","123411","","348215","","Lanell Carr","indiana-hoosiers","INDIANA","D41","ED","2024","595","0.0009","217","281","97","66.4","70.9","70.1","46.3","131","1-0","2","19","18","9","15"
"","","123423","","349348","","Sean Martin","west-virginia-mountaineers","W VIRGINIA","D05","ED","2024","601","0.0009","263","338","0","61.4","59.7","60.5","60","139","0-0","1","14","6","4","16"
"","","123427","","348270","","Akheem Mesidor","miami-fl-hurricanes","MIAMI FL","D03","ED","2024","520","0.0008","200","295","25","75.6","74.2","73.5","57","123","0-0","0","17","10","3","15"
"","","123429","","348279","","Daryl Porter Jr.","miami-fl-hurricanes","MIAMI FL","D02","CB","2024","613","0.0009","216","9","388","57.8","75","65.2","53.5","72","3-0","0","29","2","6","7"
"","","123431","","348287","","Taurus Simmons","west-virginia-mountaineers","W VIRGINIA","D45","ED","2024","13","0","8","3","2","65.8","62.3","64.5","60.9","1","0-0","0","0","0","0","0"
"","","123449","","349614","","JaQues Evans","baylor-bears","BAYLOR","D46","ED","2024","45","0.0001","20","22","3","59","58.2","58.5","60.9","13","0-0","1","1","1","2","1"
"","","123466","","350213","","Kendrick Simpkins","baylor-bears","BAYLOR","D16","S","2024","135","0.0002","82","8","45","56.8","73.9","59.7","43.9","19","0-0","0","7","2","0","3"
"","","123485","","348049","","Quincy Ledet Jr.","texas-tech-red-raiders","TEXAS TECH","D05","DI","2024","343","0.0005","135","208","0","60","60.7","56.2","63.6","73","0-0","0","14","4","2","11"
"","","123531","","349062","","Kam Arnold","boston-college-eagles","BOSTON COL","D05","LB","2024","391","0.0006","170","36","185","69.2","74.7","51.3","66.4","74","0-0","0","25","6","4","11"
"","","123541","","348705","","Cam Horsley","boston-college-eagles","BOSTON COL","D96","DI","2024","465","0.0007","207","254","4","80.1","85.1","68.2","59.8","134","1-0","6","35","7","3","31"
"","","123546","","362267","","Joe Marinaro","boston-college-eagles","BOSTON COL","D45","LB","2024","224","0.0003","82","39","103","65.2","71.5","63.5","57.4","45","0-0","0","14","6","4","12"
"","","123576","","348757","","Evan Prater","cincinnati-bearcats","CINCINNATI","03","WR","2024","1","0","1","0","0","60","60","","","0","0-0","0","0","0","0","0"
"","","123586","","350749","","Justin Wodtly","arizona-state-sun-devils","ARIZONA ST","D95","ED","2024","362","0.0005","138","221","3","67.7","70.3","62.8","64","85","2-0","3","16","8","5","12"
"","","123616","","349639","","LaJohntay Wester","colorado-buffaloes","COLORADO","10","WR","2024","1","0","0","0","1","60","","","60","0","0-0","0","0","0","0","0"
"","","123676","","349869","","Chidozie Nwankwo","colorado-buffaloes","COLORADO","D97","DI","2024","455","0.0007","239","216","0","77.5","82","63","56.4","118","0-0","0","24","8","7","19"
"","","123689","","349334","","Jabre Barber","texas-am-aggies","TEXAS A&M","01","WR","2024","1","0","1","0","0","60","60","","","0","0-0","0","0","0","0","0"
"","","123708","","349352","","T.J. Jackson","west-virginia-mountaineers","W VIRGINIA","D11","ED","2024","520","0.0008","216","304","0","79.9","85.6","69.8","48.3","169","1-0","1","27","5","11","31"
"","","123734","","348672","","Davonte Brown","florida-state-seminoles","FLORIDA ST","D22","S","2024","116","0.0002","66","1","49","50.9","33.4","60","62.2","14","0-0","0","9","4","5","2"
"","","123735","","348673","","Quadric Bullard","ucf-knights","UCF","D10","S","2024","569","0.0008","256","8","305","70.6","71.2","75.5","67.5","55","1-0","0","44","16","10","17"
"","","123738","","348674","","Josh Celiscar","texas-am-aggies","TEXAS A&M","D94","ED","2024","11","0","7","4","0","65.8","65.9","57","60","1","0-0","0","0","1","0","0"
"","","123763","","348680","","Corey Thornton","louisville-cardinals","LOUISVILLE","D14","CB","2024","720","0.0011","280","7","433","80.1","71.8","53.1","81.5","74","4-0","0","34","5","10","16"
"","","123770","","349031","","Jahmeer Carter","virginia-cavaliers","VIRGINIA","D90","DI","2024","581","0.0009","264","317","0","65.5","64.3","64","60","121","0-0","0","17","10","4","13"
"","","123785","","349599","","Nusi Malani","washington-state-cougars","WASH STATE","D15","ED","2024","263","0.0004","114","139","10","64.8","73.7","60.7","43.4","51","1-0","0","9","10","7","8"
"","","123843","","349552","","Teagan Wilk","houston-cougars","HOUSTON","D28","S","2024","44","0.0001","22","0","22","63.4","72.1","","57.7","2","1-0","0","2","1","0","1"
"","","123873","","349179","","Kendy Charles","duke-blue-devils","DUKE","D91","DI","2024","579","0.0009","281","297","1","67.9","71.9","62.4","59.7","149","3-0","0","27","16","4","21"
"","","123924","","350701","","Jah-Marien Latham","alabama-crimson-tide","ALABAMA","D20","ED","2024","441","0.0006","216","206","19","66.8","69.3","58.9","71.3","109","1-1","0","19","10","4","15"
"","","123928","","349216","","Malachi Moore","alabama-crimson-tide","ALABAMA","D13","S","2024","787","0.0012","343","17","427","85","75.5","57.8","89.5","84","4-1","0","51","18","5","20"
"","","123931","","351586","","Jahquez Robinson","auburn-tigers","AUBURN","D30","S","2024","45","0.0001","12","1","32","65.9","57.6","58.6","68","3","0-0","0","1","0","2","0"
"","","123932","","377249","","Quandarrius Robinson","alabama-crimson-tide","ALABAMA","D34","ED","2024","246","0.0004","100","110","36","86","76.1","90.2","69.8","68","2-0","0","13","5","2","13"
"","","123935","","350289","","Tim Smith","alabama-crimson-tide","ALABAMA","D50","DI","2024","453","0.0007","237","216","0","73.7","78.9","64.7","65.5","133","4-1","1","20","10","1","18"
"","","123937","","368848","","Kristian Story","kentucky-wildcats","KENTUCKY","D04","S","2024","331","0.0005","173","0","158","67.4","73.1","","63","23","0-0","0","24","6","4","3"
"","","123944","","394681","","Brooks Both","arkansas-razorbacks","ARKANSAS","D43","LB","2024","2","0","1","0","1","82.4","67.4","","60","1","0-0","0","1","0","0","1"
"","","123958","","349058","","Khari Johnson","boston-college-eagles","BOSTON COL","D03","CB","2024","462","0.0007","163","9","290","61.4","83.5","48.1","58.1","58","3-0","0","29","6","2","11"
"","","123988","","350691","","Romello Height","georgia-tech-yellow-jackets","GA TECH","D09","ED","2024","485","0.0007","175","282","28","78.4","65.2","73.8","92.4","110","2-0","1","24","9","9","24"
"","","123989","","349249","","Kobe Hudson","ucf-knights","UCF","02","WR","2024","1","0","1","0","0","60","60","","","0","0-0","0","0","0","0","0"
"","","123998","","349254","","JJ Pegues","mississippi-rebels","OLE MISS","D38","DI","2024","487","0.0007","194","293","0","74.6","81.8","65.6","65.1","124","5-0","0","20","13","7","22"
"","","124001","","349255","","Cam Riley","florida-state-seminoles","FLORIDA ST","D18","LB","2024","327","0.0005","206","22","99","60.3","61.1","67.1","55.4","72","0-0","0","28","20","6","21"
"","","124003","","349560","","Wesley Steiner","washington-state-cougars","WASH STATE","D43","LB","2024","49","0.0001","24","4","21","54.7","51.7","55.8","60.2","11","0-0","0","4","2","2","1"
"","","124004","","349256","","Ladarius Tennison","ucf-knights","UCF","D13","S","2024","313","0.0005","117","8","188","57","54.3","67.3","56.6","47","1-0","0","25","7","8","10"
"","","124007","","349259","","Zykeivous Walker","auburn-tigers","AUBURN","D91","ED","2024","147","0.0002","69","77","1","69.1","73.7","56.1","65","32","0-0","0","8","3","1","5"
"","","124013","","349069","","Warren Brinson","georgia-bulldogs","GEORGIA","D97","DI","2024","405","0.0006","179","226","0","73.9","75.5","65.1","65.3","108","1-0","0","22","4","5","18"
"","","124016","","349072","","Major Burns","lsu-tigers","LSU","D08","S","2024","574","0.0008","249","34","291","57.6","55.3","84.1","54.7","90","2-1","0","33","10","11","16"
"","","124026","","349077","","Jalen Kimber","penn-state-nittany-lions","PENN STATE","D03","CB","2024","704","0.001","315","3","386","63.5","76.9","51.3","59.8","57","3-0","0","34","5","1","11"
"","","124038","","349565","","MJ Sherman","nebraska-cornhuskers","NEBRASKA","D48","ED","2024","399","0.0006","175","196","28","77.3","84.4","70.4","62.3","96","3-0","0","21","6","4","19"
"","","124040","","349905","","Nazir Stackhouse","georgia-bulldogs","GEORGIA","D78","DI","2024","503","0.0007","244","259","0","75.2","83.1","58.2","60","91","1-0","1","17","14","3","12"
"","","124065","","349874","","Josaih Hayes","kentucky-wildcats","KENTUCKY","D97","DI","2024","80","0.0001","50","30","0","83.9","82.4","72.7","","26","0-0","1","5","1","1","5"
"","","124067","","349268","","D'Eryk Jackson","kentucky-wildcats","KENTUCKY","D54","LB","2024","354","0.0005","175","24","155","69.6","67.7","55.3","70.5","87","0-0","0","33","13","11","23"
"","","124073","","349875","","Octavious Oxendine","kentucky-wildcats","KENTUCKY","D08","ED","2024","371","0.0005","191","180","0","63.9","59","66.2","60.7","90","0-0","0","12","10","1","10"
"","","124077","","349878","","Tre'vonn Rybka","kentucky-wildcats","KENTUCKY","D90","ED","2024","418","0.0006","212","206","0","74.9","70.4","75.3","61.3","129","1-0","2","23","11","4","15"
"","","124097","","351889","","Jacobian Guillory","lsu-tigers","LSU","D90","DI","2024","39","0.0001","18","21","0","63.2","63.2","60.1","","10","0-0","0","1","0","0","1"
"","","124114","","349645","","Kole Taylor","west-virginia-mountaineers","W VIRGINIA","87","TE","2024","1","0","0","0","1","60","","","60","0","0-0","0","0","0","0","0"
"","","124119","","349405","","Josh White","baylor-bears","BAYLOR","D44","LB","2024","9","0","7","1","1","84.3","85.1","59.4","60","5","0-0","0","4","1","0","3"
"","","124137","","350150","","Austin Keys","auburn-tigers","AUBURN","D06","LB","2024","399","0.0006","196","43","160","70.5","79.2","66.6","58","69","2-0","0","29","15","4","16"
"","","124211","","350681","","Ja'Mori Maclin","kentucky-wildcats","KENTUCKY","09","WR","2024","1","0","0","0","1","55.6","","","60","0","0-0","0","0","0","0","0"
"","","124214","","351605","","Will Norris","missouri-tigers","MISSOURI","D22","LB","2024","1","0","0","1","0","60","","60","","0","0-0","0","0","0","0","0"
"","","124221","","368430","","Johnny Walker Jr.","missouri-tigers","MISSOURI","D15","ED","2024","555","0.0008","259","285","11","80.1","75.6","77.9","58.2","128","0-0","0","24","6","5","25"
"","","124227","","349009","","Jordan Burch","oregon-ducks","OREGON","D01","ED","2024","426","0.0006","175","246","5","77.6","68.1","81.3","59.4","120","1-0","4","14","10","1","14"
"","","124233","","351828","","Gilber Edmond","south-carolina-gamecocks","S CAROLINA","D55","ED","2024","127","0.0002","55","72","0","69.3","65.2","75.7","60","34","2-0","0","8","0","0","8"
"","","124235","","351603","","O'Donnell Fortune","south-carolina-gamecocks","S CAROLINA","D03","CB","2024","733","0.0011","336","7","390","85.8","54","51","90.2","66","0-0","0","41","5","12","20"
"","","124238","","349011","","Tonka Hemingway","south-carolina-gamecocks","S CAROLINA","D91","DI","2024","507","0.0007","231","269","7","70.9","65.2","73.5","61.5","121","1-1","2","17","7","7","15"
"","","124241","","350942","","Alex Huntley","south-carolina-gamecocks","S CAROLINA","D95","DI","2024","388","0.0006","186","201","1","60.3","59.6","63.9","36.9","94","0-0","1","12","6","2","10"
"","","124244","","349589","","Mohamed Kaba","south-carolina-gamecocks","S CAROLINA","D32","LB","2024","11","0","7","0","4","60.5","57.8","","61.9","1","0-0","0","0","1","0","0"
"","","124255","","361825","","Makius Scott","georgia-tech-yellow-jackets","GA TECH","D08","DI","2024","357","0.0005","136","220","1","59.5","63.5","56.8","59.2","57","1-1","2","8","0","1","4"
"","","124265","","429178","","Tim Amet","tennessee-volunteers","TENNESSEE","D59","DI","2024","10","0","7","3","0","56","56.9","58.4","","2","0-0","0","0","0","0","0"
"","","124267","","373290","","Dominic Bailey","tennessee-volunteers","TENNESSEE","D90","ED","2024","416","0.0006","160","250","6","63.9","59","64.3","76.8","91","3-1","0","12","10","3","10"
"","","124268","","349029","","Tyler Baron","miami-fl-hurricanes","MIAMI FL","D09","ED","2024","452","0.0007","169","253","30","76.9","76.7","84.1","45.9","130","5-1","0","23","5","8","27"
"","","124273","","361630","","Will Brooks","tennessee-volunteers","TENNESSEE","D35","S","2024","588","0.0009","253","14","321","76.3","74.8","53.6","76.6","54","0-0","0","47","14","8","14"
"","","124276","","350018","","Bryson Eason","tennessee-volunteers","TENNESSEE","D20","DI","2024","362","0.0005","158","203","1","64.8","62.8","67.4","63.4","108","3-0","0","16","6","7","15"
"","","124286","","349043","","Key Lawrence","mississippi-rebels","OLE MISS","D12","S","2024","27","0","15","0","12","66.1","64.8","","64.5","0","0-0","0","1","0","0","0"
"","","124290","","350020","","Tamarion McDonald","louisville-cardinals","LOUISVILLE","D12","S","2024","644","0.0009","251","9","384","71.4","78.6","66.3","66.5","63","1-0","0","52","14","7","23"
"","","124297","","349047","","Doneiko Slaughter","arkansas-razorbacks","ARKANSAS","D03","CB","2024","823","0.0012","348","25","450","59.6","72.8","57.1","55.1","115","3-0","0","59","17","13","16"
"","","124300","","349051","","Omari Thomas","tennessee-volunteers","TENNESSEE","D21","DI","2024","321","0.0005","154","167","0","67.6","66.5","69.1","66.8","90","3-1","5","15","6","2","13"
"","","124314","","349298","","Fadil Diggs","syracuse-orange","SYRACUSE","D10","ED","2024","657","0.001","271","278","108","73.9","65.7","83.1","53.5","159","1-1","1","27","8","10","26"
