"Rank","","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","","Team","#","POS","S","OFF","OFF%","Run","Pass","RBLK","PBLK","OFF GRD","PASS GRD","REC GRD","RUSH GRD","PBLK GRD","RBLK GRD","KEY","PEN"
"","","128220","","351106","","Nick Barcelos","nevada-wolf-pack","NEVADA","S88","LS","2024","3","0","0","0","3","0","60","","","","","60","1","0-0"
"","","128229","","350582","","Jacob Gardner","colorado-state-rams","COLO STATE","75","C","2024","824","0.007","0","0","398","426","90.4","","","","88.6","88.9","208","2-0"
"","","128232","","350584","","Tory Horton","colorado-state-rams","COLO STATE","14","WR","2024","203","0.0017","0","102","101","0","82.3","","81.4","64.4","","66.5","34","1-1"
"","","128233","","351108","","Matthew Killam","nevada-wolf-pack","NEVADA","S18","K","2024","1","0","1","0","0","0","55.6","","","59.3","","","0","0-0"
"","","128239","","351109","","Peter Montini","colorado-state-rams","COLO STATE","44","TE","2024","229","0.0019","2","50","164","13","53.1","","58.3","62","50.3","48.3","47","1-0"
"","","128240","","350590","","Avery Morrow","colorado-state-rams","COLO STATE","25","HB","2024","451","0.0038","188","173","37","53","73.7","","56.8","76.6","57.4","32.8","123","1-0"
"","","128243","","351110","","Frank Poso","nevada-wolf-pack","NEVADA","62","T","2024","266","0.0023","0","0","113","153","70.8","","","","51.9","78","61","0-0"
"","","128253","","351795","","Jer'Marques Bailey","new-mexico-lobos","NEW MEXICO","77","T","2024","3","0","0","0","1","2","60","","","","66.2","60","0","0-0"
"","","128257","","351642","","Isaiah Chavez","new-mexico-lobos","NEW MEXICO","16","QB","2024","5","0","2","0","2","1","55.5","","","57.1","62.2","60","0","0-0"
"","","128280","","399032","","Vincent Santos","new-mexico-lobos","NEW MEXICO","88","TE","2024","118","0.001","0","6","81","31","57.8","","50.6","","53.4","60.6","27","0-0"
"","","128290","","351962","","Jaylon Armstead","san-diego-state-aztecs","S DIEGO ST","02","HB","2024","26","0.0002","13","9","2","2","66.8","","45.4","71.3","73.5","59","9","0-0"
"","","128315","","352019","","Mekhi Shaw","san-diego-state-aztecs","S DIEGO ST","83","WR","2024","427","0.0036","0","241","185","1","57.4","","57.3","","62.1","60.7","22","1-0"
"","","128321","","350708","","Jackson Canaan","san-jose-state-spartans","S JOSE ST","85","TE","2024","475","0.004","0","326","146","3","53.2","","55.2","","24.2","44.7","45","1-0"
"","","128343","","361272","","Kaleo Ballungay","unlv-rebels","UNLV","19","TE","2024","722","0.0061","0","279","371","72","55.5","","54.1","","58.5","59.5","147","2-0"
"","","128371","","351806","","Tiger Shanks","unlv-rebels","UNLV","70","T","2024","901","0.0076","0","6","484","411","78.2","","50.1","","82.8","71.9","175","4-2"
"","","128376","","350845","","Falepule Alo","utah-state-aggies","UTAH ST","55","C","2024","815","0.0069","0","0","335","480","68.5","","","","74.8","65.4","151","3-0"
"","","128384","","351921","","Cooper Jones","boise-state-broncos","BOISE ST","18","WR","2024","8","0.0001","0","2","6","0","57.3","","57.9","","","59.6","0","0-0"
"","","128386","","350665","","Broc Lane","utah-state-aggies","UTAH ST","87","TE","2024","252","0.0021","0","149","90","13","63","","65","","36.1","54.8","45","0-0"
"","","128393","","381682","","Cole Motes","utah-state-aggies","UTAH ST","56","T","2024","794","0.0067","0","2","336","456","53","","57.1","","58.4","53.1","169","7-0"
"","","128399","","351792","","Josh Sterzer","utah-state-aggies","UTAH ST","83","TE","2024","456","0.0039","0","209","228","19","56","","54.7","","77.5","57","80","0-0"
"","","128410","","366523","","Caleb Driskill","wyoming-cowboys","WYOMING","36","TE","2024","127","0.0011","0","7","110","10","59.4","","55.8","","73.3","58.2","33","0-0"
"","","128422","","377245","","Nick Miles","wyoming-cowboys","WYOMING","86","TE","2024","544","0.0046","0","173","325","46","61.2","","41","","56.9","79.4","100","1-0"
"","","128426","","366538","","Will Pelissier","wyoming-cowboys","WYOMING","83","WR","2024","450","0.0038","1","194","255","0","59.3","","57.7","59.6","","66.3","37","0-0"
"","","128438","","374170","","Nofoafia Tulafono","wyoming-cowboys","WYOMING","77","C","2024","824","0.007","0","0","421","403","65.7","","","","86.4","57.1","157","1-1"
"","","128441","","394941","","Malik Williams","san-jose-state-spartans","S JOSE ST","70","T","2024","922","0.0078","0","0","291","631","51","","","","44.9","54.4","198","2-1"
"","","129639","","350552","","Ricky White","unlv-rebels","UNLV","11","WR","2024","764","0.0065","1","371","392","0","80.8","","82","57.5","","69.9","129","4-0"
"","","129681","","431666","","Alex Conn","wyoming-cowboys","WYOMING","75","G","2024","104","0.0009","0","0","57","47","44.1","","","","46","42.6","36","1-0"
"","","129940","","350660","","Jonah Dalmas","boise-state-broncos","BOISE ST","S35","K","2024","1","0","0","1","0","0","56.3","","55.3","","","","0","0-0"
"","","130322","","351020","","Nate Williams","san-diego-state-aztecs","S DIEGO ST","74","T","2024","817","0.0069","0","0","356","461","74.8","","","","74.7","71.7","134","4-0"
"","","130327","","360319","","Lucas Borrow","hawaii-warriors","HAWAII","S19","P","2024","2","0","1","1","0","0","64","","59.1","62.7","","","1","0-0"
"","","130489","","351212","","Marquez Cooper","san-diego-state-aztecs","S DIEGO ST","15","HB","2024","748","0.0063","300","289","26","133","78.6","","64.5","79.9","63.2","50.4","184","1-0"
"","","130584","","351172","","Harrison Waylee","wyoming-cowboys","WYOMING","04","HB","2024","136","0.0012","65","39","12","20","66","","53.4","69.6","23.2","57.3","45","2-1"
"","","131604","","360803","","Jean Boyd III","san-jose-state-spartans","S JOSE ST","D28","CB","2024","1","0","0","0","1","0","60","","","","","60","0","0-0"
"","","131682","","361681","","Michael Harrison","san-diego-state-aztecs","S DIEGO ST","87","TE","2024","395","0.0034","1","218","148","28","53.4","","61.8","63.7","44.7","35.4","75","2-0"
"","","131687","","351939","","Brendon Lewis","nevada-wolf-pack","NEVADA","02","QB","2024","774","0.0066","112","404","256","2","90.3","80.1","72.4","85.4","81.4","60.5","255","1-0"
"","","131701","","385043","","Kai Arneson","nevada-wolf-pack","NEVADA","64","G","2024","1","0","0","0","1","0","60","","","","","60","0","0-0"
"","","131805","","373227","","Grant Norberg","san-jose-state-spartans","S JOSE ST","87","TE","2024","6","0.0001","0","1","5","0","58.8","","59.7","","","59.8","0","0-0"
"","","131845","","361840","","Bryson Barnes","utah-state-aggies","UTAH ST","16","QB","2024","313","0.0027","52","155","106","0","75.7","62.3","54.3","80.5","","60.1","97","1-0"
